entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations,raw_entry,raw_exit,mfe_points,mae_points,holding_calendar_days,holding_observation_minutes,mfe_mae_exit_bar_included
2020-12-31T15:00:00.000000000,2021-01-16T01:00:00.000000000,1,6,14678.0,15681.0,300417.84599999996,482.154,600.0,signal_exit,87,14677.0,15682.0,1384.0,47.0,15.416666666666666,11904,False
2021-01-19T10:45:00.000000000,2021-01-19T13:35:00.000000000,1,6,15797.0,15892.0,28009.866,490.134,600.0,roll_blackout,0,15796.0,15893.0,150.0,13.0,0.11805555555555555,170,False
2021-01-21T10:45:00.000000000,2021-01-22T19:00:00.000000000,1,6,16079.0,15826.0,-76391.43000000001,491.43,600.0,signal_exit,11,16078.0,15827.0,105.0,266.0,1.34375,1548,False
2021-01-23T00:00:00.000000000,2021-01-25T10:45:00.000000000,1,6,15907.0,15900.0,-2590.842,490.842,600.0,signal_exit,3,15906.0,15901.0,98.0,187.0,2.4479166666666665,417,False
2021-01-28T11:45:00.000000000,2021-02-01T18:00:00.000000000,-1,6,15347.0,15403.0,-17284.5,484.5,600.0,signal_exit,0,15348.0,15402.0,311.0,237.0,4.260416666666667,2580,False
2021-02-04T16:00:00.000000000,2021-02-05T13:35:00.000000000,1,6,15745.0,15807.0,18110.688,489.312,600.0,roll_blackout,11,15744.0,15808.0,240.0,3.0,0.8993055555555556,1057,False
2021-02-18T09:45:00.000000000,2021-02-23T09:45:00.000000000,1,6,16295.0,16323.0,7904.292,495.708,600.0,signal_exit,13,16294.0,16324.0,270.0,164.0,5.0,3407,False
2021-02-23T15:00:00.000000000,2021-02-23T19:00:00.000000000,1,6,16417.0,16310.0,-32596.362,496.362,600.0,signal_exit,0,16416.0,16311.0,7.0,133.0,0.16666666666666666,240,False
2021-02-25T09:45:00.000000000,2021-02-26T02:00:00.000000000,1,6,16352.0,16198.0,-46695.3,495.3,600.0,signal_exit,0,16351.0,16199.0,47.0,164.0,0.6770833333333334,900,False
2021-03-05T04:00:00.000000000,2021-03-09T19:00:00.000000000,-1,6,15740.0,15866.0,-38289.636000000006,489.636,600.0,signal_exit,0,15741.0,15865.0,171.0,354.0,4.625,2880,False
2021-03-18T08:45:00.000000000,2021-03-18T21:00:00.000000000,1,6,16256.0,16197.0,-18194.718,494.718,600.0,signal_exit,0,16255.0,16198.0,146.0,77.0,0.5104166666666666,660,False
2021-03-22T23:00:00.000000000,2021-03-23T16:00:00.000000000,1,6,16196.0,16129.0,-20593.95,493.9500000000001,600.0,signal_exit,3,16195.0,16130.0,82.0,92.0,0.7083333333333334,717,False
2021-03-26T15:00:00.000000000,2021-04-13T16:00:00.000000000,1,6,16301.0,16821.0,155501.26799999998,498.732,600.0,signal_exit,150,16300.0,16822.0,746.0,60.0,18.041666666666668,11295,False
2021-04-14T16:00:00.000000000,2021-04-15T04:00:00.000000000,1,6,16887.0,16842.0,-14002.374,502.374,600.0,signal_exit,10,16886.0,16843.0,35.0,60.0,0.5,709,False
2021-04-15T10:45:00.000000000,2021-04-20T13:35:00.000000000,1,6,16923.0,17320.0,118594.542,505.458,600.0,roll_blackout,48,16922.0,17321.0,401.0,25.0,5.118055555555555,3535,False
2021-04-22T08:45:00.000000000,2021-04-22T15:00:00.000000000,1,6,17259.0,17095.0,-49706.124,506.124,600.0,signal_exit,0,17258.0,17096.0,111.0,205.0,0.2604166666666667,300,False
2021-04-23T11:45:00.000000000,2021-05-03T10:45:00.000000000,1,6,17200.0,17321.0,35792.874,507.126,600.0,signal_exit,76,17199.0,17322.0,503.0,52.0,9.958333333333334,5554,False
2021-05-04T23:00:00.000000000,2021-05-07T00:00:00.000000000,-1,6,16729.0,17041.0,-94102.62,502.62,600.0,signal_exit,10,16730.0,17040.0,68.0,351.0,2.0416666666666665,2330,False
2021-05-11T04:00:00.000000000,2021-05-14T21:00:00.000000000,-1,6,17038.0,15853.0,355002.654,497.346,600.0,signal_exit,2,17039.0,15852.0,2012.0,1.0,3.7083333333333335,4138,False
2021-05-17T10:45:00.000000000,2021-05-18T10:45:00.000000000,-1,7,15441.0,16001.0,-196570.094,570.094,700.0,signal_exit,1,15442.0,16000.0,324.0,567.0,1.0,1139,False
2021-05-26T21:00:00.000000000,2021-06-04T10:45:00.000000000,1,6,16582.0,17103.0,155797.89,502.11,600.0,signal_exit,58,16581.0,17104.0,732.0,362.0,8.572916666666666,7369,False
2021-06-04T23:00:00.000000000,2021-06-07T10:45:00.000000000,1,6,17183.0,16988.0,-59005.026,505.026,600.0,signal_exit,0,17182.0,16989.0,78.0,463.0,2.4895833333333335,480,False
2021-06-07T17:00:00.000000000,2021-06-08T01:00:00.000000000,1,6,17175.0,17131.0,-13705.836,505.836,600.0,signal_exit,2,17174.0,17132.0,26.0,79.0,0.3333333333333333,478,False
2021-06-10T15:00:00.000000000,2021-06-15T13:35:00.000000000,1,6,17158.0,17390.0,69092.712,507.288,600.0,roll_blackout,24,17157.0,17391.0,241.0,40.0,4.940972222222222,2242,False
2021-06-17T11:45:00.000000000,2021-06-18T17:00:00.000000000,1,6,17185.0,17203.0,4893.6720000000005,506.328,600.0,signal_exit,7,17184.0,17204.0,148.0,11.0,1.21875,1373,False
2021-06-21T08:45:00.000000000,2021-06-23T10:45:00.000000000,-1,6,17047.0,17247.0,-60505.764,505.764,600.0,signal_exit,7,17048.0,17246.0,157.0,209.0,2.0833333333333335,2393,False
2021-06-23T10:45:00.000000000,2021-07-08T11:45:00.000000000,1,6,17247.0,17800.0,165389.71800000002,510.2819999999999,600.0,signal_exit,164,17246.0,17801.0,728.0,43.0,15.041666666666666,12413,False
2021-07-08T15:00:00.000000000,2021-07-08T17:00:00.000000000,1,6,17778.0,17725.0,-16413.018,513.018,600.0,signal_exit,0,17777.0,17726.0,3.0,76.0,0.08333333333333333,120,False
2021-07-12T08:45:00.000000000,2021-07-16T01:00:00.000000000,1,6,17849.0,17864.0,3985.722,514.278,600.0,signal_exit,43,17848.0,17865.0,198.0,100.0,3.6770833333333335,4274,False
2021-07-16T15:00:00.000000000,2021-07-17T00:00:00.000000000,1,6,17907.0,17886.0,-6814.758,514.758,600.0,signal_exit,5,17906.0,17887.0,45.0,41.0,0.375,533,False
2021-07-19T20:00:00.000000000,2021-07-20T13:35:00.000000000,-1,6,17654.0,17542.0,33088.824,511.176,600.0,roll_blackout,0,17655.0,17541.0,177.0,61.0,0.7326388888888888,830,False
2021-07-22T08:45:00.000000000,2021-07-22T20:00:00.000000000,-1,6,17440.0,17441.0,-809.2860000000001,509.286,600.0,signal_exit,0,17441.0,17440.0,94.0,84.0,0.46875,600,False
2021-07-22T22:00:00.000000000,2021-07-23T04:00:00.000000000,-1,6,17412.0,17431.0,-6209.058,509.058,600.0,signal_exit,1,17413.0,17430.0,60.0,24.0,0.25,359,False
2021-07-26T11:45:00.000000000,2021-07-29T12:45:00.000000000,-1,6,17279.0,17240.0,11192.886,507.114,600.0,signal_exit,9,17280.0,17239.0,547.0,68.0,3.0416666666666665,3470,False
2021-08-05T00:00:00.000000000,2021-08-06T10:45:00.000000000,1,6,17549.0,17441.0,-32909.94,509.94000000000005,600.0,signal_exit,30,17548.0,17442.0,36.0,253.0,1.4479166666666667,1528,False
2021-08-11T12:45:00.000000000,2021-08-17T13:35:00.000000000,-1,6,17103.0,16619.0,144697.668,502.332,600.0,roll_blackout,51,17104.0,16618.0,499.0,131.0,6.034722222222222,4556,False
2021-08-19T08:45:00.000000000,2021-08-23T10:45:00.000000000,-1,6,16610.0,16668.0,-17899.668,499.668,600.0,signal_exit,4,16611.0,16667.0,561.0,103.0,4.083333333333333,2396,False
2021-08-30T11:45:00.000000000,2021-09-07T12:45:00.000000000,1,6,17291.0,17388.0,28591.926,508.074,600.0,signal_exit,143,17290.0,17389.0,306.0,146.0,8.041666666666666,6728,False
2021-09-10T11:45:00.000000000,2021-09-14T13:35:00.000000000,1,6,17438.0,17448.0,2490.6839999999997,509.316,600.0,roll_blackout,27,17437.0,17449.0,132.0,81.0,4.076388888888889,2363,False
2021-09-22T10:45:00.000000000,2021-09-24T00:00:00.000000000,-1,6,16766.0,17159.0,-118403.55,503.55000000000007,600.0,signal_exit,14,16767.0,17158.0,5.0,393.0,1.5520833333333333,1845,False
2021-09-28T12:45:00.000000000,2021-10-07T09:45:00.000000000,-1,6,17122.0,16691.0,128797.122,502.878,600.0,signal_exit,14,17123.0,16690.0,1016.0,57.0,8.875,7786,False
2021-10-12T10:45:00.000000000,2021-10-14T18:00:00.000000000,-1,7,16435.0,16518.0,-29630.671,580.671,700.0,signal_exit,8,16436.0,16517.0,175.0,149.0,2.3020833333333335,2632,False
2021-10-19T10:45:00.000000000,2021-10-19T13:35:00.000000000,1,6,16921.0,16906.0,-5002.9619999999995,502.9620000000001,600.0,roll_blackout,0,16920.0,16907.0,30.0,20.0,0.11805555555555555,170,False
2021-10-21T09:45:00.000000000,2021-10-21T19:00:00.000000000,1,6,16984.0,16834.0,-45502.908,502.908,600.0,signal_exit,1,16983.0,16835.0,64.0,182.0,0.3854166666666667,479,False
2021-10-22T12:45:00.000000000,2021-10-23T01:00:00.000000000,1,6,16897.0,16812.0,-26002.254,502.254,600.0,signal_exit,9,16896.0,16813.0,8.0,115.0,0.5104166666666666,651,False
2021-10-25T12:45:00.000000000,2021-10-29T10:45:00.000000000,1,6,16911.0,16939.0,7896.9,503.1,600.0,signal_exit,73,16910.0,16940.0,202.0,56.0,3.9166666666666665,4356,False
2021-11-01T10:45:00.000000000,2021-11-11T08:45:00.000000000,1,6,17047.0,17429.0,114093.144,506.856,600.0,signal_exit,102,17046.0,17430.0,587.0,42.0,9.916666666666666,8886,False
2021-11-11T10:45:00.000000000,2021-11-11T15:00:00.000000000,1,6,17511.0,17484.0,-8609.970000000001,509.97,600.0,signal_exit,0,17510.0,17485.0,27.0,76.0,0.17708333333333334,180,False
2021-11-11T19:00:00.000000000,2021-11-16T13:35:00.000000000,1,6,17504.0,17685.0,53788.866,511.134,600.0,roll_blackout,63,17503.0,17686.0,216.0,19.0,4.774305555555555,3103,False
2021-11-18T09:45:00.000000000,2021-11-19T21:00:00.000000000,1,6,17799.0,17743.0,-17313.252,513.2520000000001,600.0,signal_exit,22,17798.0,17744.0,151.0,74.0,1.46875,1713,False
2021-11-19T23:00:00.000000000,2021-11-23T02:00:00.000000000,1,6,17814.0,17784.0,-9513.588,513.5880000000001,600.0,signal_exit,18,17813.0,17785.0,76.0,63.0,3.125,1300,False
2021-11-27T01:00:00.000000000,2021-11-30T10:45:00.000000000,-1,6,17161.0,17475.0,-94707.816,507.816,600.0,signal_exit,12,17162.0,17474.0,97.0,375.0,3.40625,1486,False
2021-11-30T16:00:00.000000000,2021-12-01T10:45:00.000000000,-1,6,17279.0,17485.0,-62308.584,508.58399999999995,600.0,signal_exit,1,17280.0,17484.0,71.0,214.0,0.78125,899,False
2021-12-03T02:00:00.000000000,2021-12-06T19:00:00.000000000,1,6,17747.0,17609.0,-41912.136000000006,512.136,600.0,signal_exit,5,17746.0,17610.0,29.0,219.0,3.7083333333333335,1855,False
2021-12-07T16:00:00.000000000,2021-12-10T17:00:00.000000000,1,6,17810.0,17814.0,686.256,513.744,600.0,signal_exit,33,17809.0,17815.0,179.0,44.0,3.0416666666666665,3442,False
2021-12-10T22:00:00.000000000,2021-12-11T00:00:00.000000000,1,6,17869.0,17834.0,-11014.218,514.2180000000001,600.0,signal_exit,0,17868.0,17835.0,3.0,46.0,0.08333333333333333,120,False
2021-12-13T10:45:00.000000000,2021-12-13T16:00:00.000000000,1,6,17855.0,17778.0,-23613.798000000003,513.798,600.0,signal_exit,0,17854.0,17779.0,19.0,111.0,0.21875,240,False
2021-12-14T11:45:00.000000000,2021-12-14T13:35:00.000000000,-1,6,17609.0,17601.0,1888.74,511.26,600.0,roll_blackout,0,17610.0,17600.0,45.0,15.0,0.0763888888888889,110,False
2021-12-16T11:45:00.000000000,2021-12-20T11:45:00.000000000,1,6,17737.0,17585.0,-46111.932,511.932,600.0,signal_exit,6,17736.0,17586.0,114.0,172.0,4.0,2274,False
2021-12-22T08:45:00.000000000,2022-01-06T11:45:00.000000000,1,6,17848.0,18301.0,135383.106,516.894,600.0,signal_exit,318,17847.0,18302.0,730.0,64.0,15.125,11165,False
2022-01-12T02:00:00.000000000,2022-01-14T10:45:00.000000000,1,6,18341.0,18319.0,-7119.96,519.96,600.0,signal_exit,9,18340.0,18320.0,310.0,120.0,2.3645833333333335,2570,False
2022-01-17T10:45:00.000000000,2022-01-18T13:35:00.000000000,1,6,18477.0,18364.0,-34421.046,521.046,600.0,roll_blackout,35,18476.0,18365.0,107.0,114.0,1.1180555555555556,1265,False
2022-01-21T09:45:00.000000000,2022-02-07T10:45:00.000000000,-1,6,17932.0,17722.0,62486.076,513.924,600.0,signal_exit,1,17933.0,17721.0,494.0,82.0,17.041666666666668,4619,False
2022-02-10T17:00:00.000000000,2022-02-14T08:45:00.000000000,1,6,18372.0,18098.0,-82718.82,518.8199999999999,600.0,signal_exit,10,18371.0,18099.0,20.0,290.0,3.65625,1850,False
2022-02-17T08:45:00.000000000,2022-02-18T23:00:00.000000000,1,6,18270.0,18170.0,-30518.64,518.64,600.0,signal_exit,9,18269.0,18171.0,61.0,230.0,1.59375,1910,False
2022-02-21T16:00:00.000000000,2022-02-21T18:00:00.000000000,1,6,18233.0,18152.0,-24818.31,518.3100000000001,600.0,signal_exit,0,18232.0,18153.0,4.0,102.0,0.08333333333333333,120,False
2022-02-24T04:00:00.000000000,2022-02-26T02:00:00.000000000,-1,6,17899.0,17717.0,54086.304,513.696,600.0,signal_exit,0,17900.0,17716.0,674.0,5.0,1.9166666666666667,2160,False
2022-03-04T10:45:00.000000000,2022-03-09T19:00:00.000000000,-1,6,17777.0,17111.0,199290.672,509.3280000000001,600.0,signal_exit,0,17778.0,17110.0,1140.0,6.0,5.34375,3840,False
2022-03-12T04:00:00.000000000,2022-03-14T10:45:00.000000000,-1,6,17156.0,17230.0,-22706.316000000003,506.316,600.0,signal_exit,0,17157.0,17229.0,47.0,193.0,2.28125,180,False
2022-03-14T12:45:00.000000000,2022-03-14T19:00:00.000000000,-1,6,17209.0,17290.0,-24806.994,506.994,600.0,signal_exit,0,17210.0,17289.0,18.0,111.0,0.2604166666666667,300,False
2022-03-15T02:00:00.000000000,2022-03-15T13:35:00.000000000,-1,6,17088.0,16900.0,55896.072,503.92800000000005,600.0,roll_blackout,1,17089.0,16899.0,228.0,106.0,0.4826388888888889,469,False
2022-03-22T02:00:00.000000000,2022-03-25T11:45:00.000000000,1,6,17489.0,17615.0,37289.376,510.624,600.0,signal_exit,8,17488.0,17616.0,274.0,35.0,3.40625,3771,False
2022-03-25T20:00:00.000000000,2022-03-25T22:00:00.000000000,1,6,17654.0,17602.0,-16111.535999999998,511.536,600.0,signal_exit,0,17653.0,17603.0,3.0,62.0,0.08333333333333333,120,False
2022-03-29T18:00:00.000000000,2022-03-31T18:00:00.000000000,1,6,17621.0,17610.0,-3811.386,511.386,600.0,signal_exit,1,17620.0,17611.0,154.0,18.0,2.0,2279,False
2022-04-07T00:00:00.000000000,2022-04-13T10:45:00.000000000,-1,6,17397.0,17236.0,47792.202000000005,507.79800000000006,600.0,signal_exit,4,17398.0,17235.0,492.0,75.0,6.447916666666667,4976,False
2022-04-15T08:45:00.000000000,2022-04-19T13:35:00.000000000,-1,6,17101.0,16998.0,30395.406,504.5940000000001,600.0,roll_blackout,47,17102.0,16997.0,289.0,20.0,4.201388888888889,2503,False
2022-04-22T09:45:00.000000000,2022-04-28T17:00:00.000000000,-1,7,16900.0,16495.0,141166.23500000002,583.7650000000001,700.0,signal_exit,0,16901.0,16494.0,741.0,111.0,6.302083333333333,4920,False
2022-04-28T23:00:00.000000000,2022-04-29T02:00:00.000000000,-1,7,16386.0,16552.0,-58680.566,580.566,700.0,signal_exit,0,16387.0,16551.0,25.0,165.0,0.125,180,False
2022-05-03T08:45:00.000000000,2022-05-03T10:45:00.000000000,-1,7,16486.0,16472.0,4319.294,580.7060000000001,700.0,signal_exit,0,16487.0,16471.0,38.0,83.0,0.08333333333333333,120,False
2022-05-03T18:00:00.000000000,2022-05-04T01:00:00.000000000,-1,7,16433.0,16461.0,-10380.258000000002,580.258,700.0,signal_exit,0,16434.0,16460.0,61.0,57.0,0.2916666666666667,420,False
2022-05-05T00:00:00.000000000,2022-05-05T02:00:00.000000000,-1,7,16433.0,16541.0,-38380.818,580.818,700.0,signal_exit,0,16434.0,16540.0,4.0,119.0,0.08333333333333333,120,False
2022-05-06T00:00:00.000000000,2022-05-13T21:00:00.000000000,-1,7,16347.0,15886.0,160774.369,575.6310000000001,700.0,signal_exit,2,16348.0,15885.0,822.0,71.0,7.875,6658,False
2022-05-19T18:00:00.000000000,2022-05-20T03:00:00.000000000,-1,7,15758.0,16019.0,-91922.439,572.4390000000001,700.0,signal_exit,0,15759.0,16018.0,6.0,266.0,0.375,540,False
2022-05-24T09:45:00.000000000,2022-05-24T11:45:00.000000000,1,7,16134.0,16011.0,-43625.015,575.015,700.0,signal_exit,0,16133.0,16012.0,2.0,141.0,0.08333333333333333,120,False
2022-05-25T12:45:00.000000000,2022-05-25T16:00:00.000000000,1,7,16127.0,16029.0,-34875.092000000004,575.092,700.0,signal_exit,0,16126.0,16030.0,20.0,101.0,0.13541666666666666,120,False
2022-05-26T00:00:00.000000000,2022-05-26T12:45:00.000000000,1,7,16075.0,15969.0,-37674.308000000005,574.308,700.0,signal_exit,0,16074.0,15970.0,129.0,117.0,0.53125,540,False
2022-05-27T09:45:00.000000000,2022-06-02T01:00:00.000000000,1,7,16188.0,16499.0,108271.191,578.809,700.0,signal_exit,12,16187.0,16500.0,568.0,3.0,5.635416666666667,4244,False
2022-06-02T17:00:00.000000000,2022-06-02T22:00:00.000000000,1,7,16604.0,16551.0,-19132.085,582.085,700.0,signal_exit,0,16603.0,16552.0,15.0,80.0,0.20833333333333334,300,False
2022-06-03T01:00:00.000000000,2022-06-06T10:45:00.000000000,1,7,16659.0,16575.0,-29982.638000000003,582.6380000000001,700.0,signal_exit,0,16658.0,16576.0,42.0,195.0,3.40625,360,False
2022-06-06T12:45:00.000000000,2022-06-07T04:00:00.000000000,1,7,16617.0,16552.0,-23332.183,582.183,700.0,signal_exit,3,16616.0,16553.0,89.0,104.0,0.6354166666666666,837,False
2022-06-08T09:45:00.000000000,2022-06-09T02:00:00.000000000,1,7,16679.0,16575.0,-36982.778,582.778,700.0,signal_exit,0,16678.0,16576.0,24.0,133.0,0.6770833333333334,900,False
2022-06-09T18:00:00.000000000,2022-06-09T22:00:00.000000000,1,7,16638.0,16570.0,-24382.456,582.456,700.0,signal_exit,0,16637.0,16571.0,25.0,124.0,0.16666666666666666,240,False
2022-06-13T10:45:00.000000000,2022-06-14T13:35:00.000000000,-1,7,16022.0,16049.0,-10024.497,574.4970000000001,700.0,roll_blackout,0,16023.0,16048.0,214.0,54.0,1.1180555555555556,1310,False
2022-06-16T16:00:00.000000000,2022-06-21T12:45:00.000000000,-1,7,15244.0,15346.0,-36264.13,564.13,700.0,signal_exit,18,15245.0,15345.0,279.0,114.0,4.864583333333333,3281,False
2022-06-22T10:45:00.000000000,2022-06-24T10:45:00.000000000,-1,7,15089.0,15110.0,-7911.393,561.393,700.0,signal_exit,2,15090.0,15109.0,286.0,85.0,2.0,2278,False
2022-06-24T12:45:00.000000000,2022-06-24T23:00:00.000000000,-1,7,14985.0,15165.0,-63561.05,561.05,700.0,signal_exit,0,14986.0,15164.0,0.0,201.0,0.4270833333333333,540,False
2022-06-29T01:00:00.000000000,2022-07-07T11:45:00.000000000,-1,7,15113.0,14283.0,289944.22799999994,555.7719999999999,700.0,signal_exit,22,15114.0,14282.0,1282.0,5.0,8.447916666666666,7234,False
2022-07-11T23:00:00.000000000,2022-07-13T11:45:00.000000000,-1,8,14174.0,14344.0,-68628.144,628.144,800.0,signal_exit,2,14175.0,14343.0,325.0,170.0,1.53125,1678,False
2022-07-16T02:00:00.000000000,2022-07-19T13:35:00.000000000,1,8,14545.0,14678.0,52566.216,633.784,800.0,roll_blackout,7,14544.0,14679.0,172.0,22.0,3.482638888888889,1603,False
2022-07-21T08:45:00.000000000,2022-07-23T03:00:00.000000000,1,8,14601.0,14697.0,37765.616,634.384,800.0,signal_exit,1,14600.0,14698.0,255.0,27.0,1.7604166666666667,2159,False
2022-07-25T09:45:00.000000000,2022-07-26T11:45:00.000000000,1,8,14769.0,14674.0,-38635.544,635.5440000000001,800.0,signal_exit,4,14768.0,14675.0,82.0,118.0,1.0833333333333333,1256,False
2022-07-27T15:00:00.000000000,2022-08-01T22:00:00.000000000,1,8,14782.0,14813.0,11763.24,636.76,800.0,signal_exit,21,14781.0,14814.0,218.0,23.0,5.291666666666667,3816,False
2022-08-05T10:45:00.000000000,2022-08-10T04:00:00.000000000,1,8,14971.0,14908.0,-25839.032,639.032,800.0,signal_exit,7,14970.0,14909.0,95.0,128.0,4.71875,3232,False
2022-08-10T22:00:00.000000000,2022-08-16T13:35:00.000000000,1,8,14999.0,15411.0,164156.72,643.28,800.0,roll_blackout,14,14998.0,15412.0,452.0,18.0,5.649305555555555,4114,False
2022-08-18T20:00:00.000000000,2022-08-19T19:00:00.000000000,1,8,15352.0,15284.0,-27845.088,645.088,800.0,signal_exit,8,15351.0,15285.0,55.0,76.0,0.9583333333333334,1070,False
2022-08-29T10:45:00.000000000,2022-08-31T12:45:00.000000000,-1,8,14862.0,15044.0,-73439.24799999999,639.248,800.0,signal_exit,3,14863.0,15043.0,142.0,188.0,2.0833333333333335,2397,False
2022-08-31T17:00:00.000000000,2022-08-31T20:00:00.000000000,-1,8,14970.0,14999.0,-12239.752,639.752,800.0,signal_exit,0,14971.0,14998.0,18.0,65.0,0.125,180,False
2022-09-01T03:00:00.000000000,2022-09-09T00:00:00.000000000,-1,8,14919.0,14574.0,137364.05599999998,635.944,800.0,signal_exit,39,14920.0,14573.0,617.0,56.0,7.875,6610,False
2022-09-14T01:00:00.000000000,2022-09-20T13:35:00.000000000,-1,8,14625.0,14552.0,28566.584,633.4159999999999,800.0,roll_blackout,1,14626.0,14551.0,265.0,89.0,6.524305555555555,5089,False
2022-09-22T08:45:00.000000000,2022-10-04T00:00:00.000000000,-1,8,14224.0,13439.0,313378.696,621.3040000000001,800.0,signal_exit,1,14225.0,13438.0,1010.0,99.0,11.635416666666666,8819,False
2022-10-07T23:00:00.000000000,2022-10-14T01:00:00.000000000,-1,9,13519.0,13112.0,182460.321,689.6790000000001,900.0,signal_exit,3,13520.0,13111.0,854.0,11.0,6.083333333333333,3537,False
2022-10-15T00:00:00.000000000,2022-10-17T22:00:00.000000000,-1,10,12959.0,13094.0,-68260.53,760.53,1000.0,signal_exit,0,12960.0,13093.0,139.0,177.0,2.9166666666666665,1020,False
2022-10-20T08:45:00.000000000,2022-10-20T20:00:00.000000000,-1,10,12814.0,12969.0,-78257.83,757.8299999999999,1000.0,signal_exit,0,12815.0,12968.0,153.0,174.0,0.46875,600,False
2022-10-21T10:45:00.000000000,2022-10-22T01:00:00.000000000,-1,10,12906.0,12943.0,-19258.49,758.49,1000.0,signal_exit,0,12907.0,12942.0,164.0,43.0,0.59375,780,False
2022-10-24T16:00:00.000000000,2022-10-24T20:00:00.000000000,-1,10,12840.0,12907.0,-34257.47,757.47,1000.0,signal_exit,0,12841.0,12906.0,47.0,95.0,0.16666666666666666,240,False
2022-10-24T23:00:00.000000000,2022-10-25T04:00:00.000000000,-1,10,12872.0,12896.0,-12757.68,757.6800000000001,1000.0,signal_exit,0,12873.0,12895.0,45.0,45.0,0.20833333333333334,300,False
2022-10-25T10:45:00.000000000,2022-10-27T00:00:00.000000000,-1,10,12671.0,12907.0,-118755.78,755.78,1000.0,signal_exit,0,12672.0,12906.0,9.0,259.0,1.5520833333333333,1860,False
