period,return,ending_equity
2024-01,-0.01385513599999999,4930724.32
2024-02,0.0,4930724.32
2024-03,0.0,4930724.32
2024-04,-0.010385085572985342,4879518.326
2024-05,0.0,4879518.326
2024-06,-0.023146229700214183,4766575.874
2024-07,-0.008425396565920562,4726415.582
2024-08,0.04147465507403614,4922442.038
2024-09,0.008463183045813283,4964101.566
2024-10,-0.005638696071755489,4936110.506
2024-11,-0.017812940754288742,4848183.862
2024-12,-0.025818680884012957,4723010.15
2025-01,0.0061471686653054025,4752043.29
2025-02,-0.025751575171361618,4629670.69
2025-03,0.0646902520835666,4929165.254
2025-04,-0.045396548597840924,4705398.164
2025-05,0.0,4705398.164
2025-06,0.001451736869424236,4712229.164
2025-07,0.0,4712229.164
2025-08,-0.014045499422149832,4646043.552
2025-09,-0.007424364755502899,4611549.63
2025-10,0.0,4611549.63
2025-11,0.010623766180740457,4660541.655
2025-12,0.0,4660541.655
2026-01,0.0,4660541.655
2026-02,-0.03337693888716031,4504987.041
2026-03,-0.012788997054963946,4447372.775
2026-04,-0.02447432079718126,4338526.347
2026-05,0.0,4338526.347
2026-06,-0.032193961919023906,4198851.995
2026-07,0.011406413242722513,4246745.836
2026-08,0.0,4246745.836
2026-09,0.0,4246745.836
