period,return,ending_equity
2017-07,0.005235208200000008,5026176.041
2017-08,0.01470929895748152,5100107.567
2017-09,-0.008658560318557273,5055947.978
2017-10,0.0,5055947.978
2017-11,0.0,5055947.978
2017-12,0.0,5055947.978
2018-01,0.005034238111379485,5081400.824
2018-02,0.0,5081400.824
2018-03,-0.0014059632860011773,5074256.561
2018-04,0.0,5074256.561
2018-05,0.0011644141223390303,5080165.097
2018-06,0.014930993097998613,5156017.007
2018-07,0.018003812220551696,5248844.969
2018-08,-0.013964086467191494,5175549.644
2018-09,-0.007713848527428069,5135626.238
2018-10,0.0,5135626.238
2018-11,-0.021300895923960672,5026232.798
2018-12,-0.013823494014771343,4956752.699
2019-01,-0.012698922827580006,4893807.279
2019-02,0.01212765207462918,4953157.671
2019-03,-0.0035926354826509854,4935362.781
2019-04,0.02253291742364416,5046570.903
2019-05,-0.018140477912552133,4955023.695
2019-06,-0.004034143977993621,4935034.416
2019-07,0.0032560879307959034,4951103.322
2019-08,0.009478849045921889,4998034.083
2019-09,0.025685547530909236,5126411.325
2019-10,0.013015777074813606,5193135.552
2019-11,0.01813995457209283,5287338.795
2019-12,0.02407652619506484,5414639.546
2020-01,0.0,5414639.546
2020-02,0.0,5414639.546
2020-03,0.0,5414639.546
2020-04,0.049094706626663376,5680469.686
2020-05,-0.04896684066205581,5402315.032
2020-06,0.031198851418630102,5570861.056
2020-07,0.02948867569099911,5735138.371
2020-08,-0.019182025067830732,5625126.803
2020-09,0.0001768123697174495,5626121.3950000005
2020-10,-0.0016718672313682514,5616715.267
2020-11,0.029904691268018535,5784681.403000001
2020-12,0.034633139846923955,5985023.083000001
