period,return,ending_equity
2024-01,0.006764044999999941,5033820.225
2024-02,0.008256826454306143,5075383.605
2024-03,0.000201684262641999,5076407.23
2024-04,0.0037966240939264484,5095680.44
2024-05,-0.006175977550115008,5064209.632
2024-06,-0.003666147602319647,5045643.492
2024-07,0.03575601016719632,5226055.572
2024-08,0.0,5226055.572
2024-09,0.00784889089579699,5267074.312
2024-10,-0.01066275216053958,5210912.804
2024-11,-0.01519675400041487,5131723.844
2024-12,-0.01733513780247753,5042764.704
2025-01,0.0,5042764.704
2025-02,-0.05063910354521273,4787403.62
2025-03,0.0,4787403.62
2025-04,0.026950305059091795,4916425.608
2025-05,0.008641679827488202,4958911.784
2025-06,0.018602583796235583,5051160.356
2025-07,-0.018833174418428578,4956030.972
2025-08,0.020624159247082385,5058244.944
2025-09,0.038192684248941955,5251432.896
2025-10,0.002821379096605403,5266249.1790000005
2025-11,-0.0030780867841651016,5250039.207
2025-12,0.0029627635883673342,5265593.832
2026-01,0.05080133970348366,5533093.053
2026-02,0.044743701511719136,5780664.117
2026-03,-0.016560363837517134,5684934.216
2026-04,0.04023998331522649,5913695.874
2026-05,0.0030874080082936572,5931953.866
2026-06,-0.025922896818429186,5778180.438
2026-07,0.0,5778180.438
2026-08,0.009625534992681928,5833798.516
2026-09,0.0,5833798.516
