entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations
2017-07-03T17:00:00.000000000,2017-07-04T12:45:00.000000000,1,9,10298.0,10237.0,-28084.815,634.815,900.0,signal_exit,67
2017-07-07T08:45:00.000000000,2017-07-11T10:45:00.000000000,-1,9,10224.0,10333.0,-49685.013000000006,635.0129999999999,900.0,signal_exit,162
2017-07-12T09:45:00.000000000,2017-07-18T13:35:00.000000000,1,9,10366.0,10462.0,42562.547999999995,637.452,900.0,roll_blackout,366
2017-07-20T08:45:00.000000000,2017-07-21T10:45:00.000000000,1,9,10412.0,10339.0,-33486.759,636.759,900.0,signal_exit,86
2017-07-24T22:00:00.000000000,2017-07-25T10:45:00.000000000,1,9,10365.0,10350.0,-7386.435,636.4350000000001,900.0,signal_exit,56
2017-07-25T12:45:00.000000000,2017-07-26T15:00:00.000000000,1,9,10368.0,10328.0,-18636.264000000003,636.264,900.0,signal_exit,101
2017-07-27T10:45:00.000000000,2017-07-28T10:45:00.000000000,1,9,10435.0,10353.0,-37537.092,637.0920000000001,900.0,signal_exit,68
2017-08-01T10:45:00.000000000,2017-08-01T16:00:00.000000000,1,9,10411.0,10375.0,-16837.074,637.0740000000001,900.0,signal_exit,1
2017-08-01T18:00:00.000000000,2017-08-03T23:00:00.000000000,1,9,10384.0,10406.0,9262.89,637.11,900.0,signal_exit,191
2017-08-04T10:45:00.000000000,2017-08-09T10:45:00.000000000,1,9,10445.0,10465.0,8361.810000000001,638.19,900.0,signal_exit,304
2017-08-10T12:45:00.000000000,2017-08-15T11:45:00.000000000,-1,9,10327.0,10298.0,12414.375,635.625,900.0,signal_exit,115
2017-08-17T08:45:00.000000000,2017-08-17T10:45:00.000000000,-1,9,10257.0,10320.0,-28985.193,635.193,900.0,signal_exit,0
2017-08-18T02:00:00.000000000,2017-08-19T01:00:00.000000000,-1,9,10258.0,10273.0,-7384.779,634.779,900.0,signal_exit,18
2017-08-19T03:00:00.000000000,2017-08-21T12:45:00.000000000,-1,9,10261.0,10270.0,-4684.779,634.779,900.0,signal_exit,10
2017-08-24T10:45:00.000000000,2017-08-29T10:45:00.000000000,1,9,10448.0,10453.0,1611.891,638.1089999999999,900.0,signal_exit,206
2017-08-30T04:00:00.000000000,2017-09-04T15:00:00.000000000,1,9,10490.0,10543.0,23210.703,639.297,900.0,signal_exit,257
2017-09-05T16:00:00.000000000,2017-09-06T00:00:00.000000000,1,9,10583.0,10553.0,-14140.224,640.2239999999999,900.0,signal_exit,43
2017-09-08T20:00:00.000000000,2017-09-13T10:45:00.000000000,1,9,10565.0,10528.0,-17289.837,639.837,900.0,signal_exit,205
2017-09-13T22:00:00.000000000,2017-09-15T15:00:00.000000000,-1,9,10501.0,10567.0,-30339.611999999997,639.6120000000001,900.0,signal_exit,146
2017-09-15T16:00:00.000000000,2017-09-19T13:35:00.000000000,1,9,10570.0,10577.0,2509.6769999999997,640.323,900.0,roll_blackout,209
2017-09-21T08:45:00.000000000,2017-09-21T20:00:00.000000000,-1,9,10504.0,10578.0,-33939.738,639.738,900.0,signal_exit,48
2017-09-21T20:00:00.000000000,2017-09-21T23:00:00.000000000,1,9,10578.0,10564.0,-6940.278,640.278,900.0,signal_exit,8
2017-09-22T02:00:00.000000000,2017-09-22T10:45:00.000000000,1,9,10570.0,10452.0,-53739.198,639.198,900.0,signal_exit,36
2017-09-22T10:45:00.000000000,2017-09-28T02:00:00.000000000,-1,9,10452.0,10334.0,52462.926,637.0740000000001,900.0,signal_exit,233
2017-09-28T10:45:00.000000000,2017-09-29T12:45:00.000000000,-1,9,10296.0,10312.0,-7835.472,635.472,900.0,signal_exit,70
2017-10-05T20:00:00.000000000,2017-10-17T13:35:00.000000000,1,9,10516.0,10721.0,91608.867,641.133,900.0,roll_blackout,698
2017-10-19T08:45:00.000000000,2017-10-19T17:00:00.000000000,1,9,10749.0,10719.0,-14143.212,643.212,900.0,signal_exit,0
2017-10-20T11:45:00.000000000,2017-10-23T16:00:00.000000000,1,8,10758.0,10731.0,-11371.912,571.912,800.0,signal_exit,66
2017-10-23T19:00:00.000000000,2017-10-23T21:00:00.000000000,1,8,10742.0,10737.0,-2571.8320000000003,571.8320000000001,800.0,signal_exit,20
2017-10-24T10:45:00.000000000,2017-10-25T15:00:00.000000000,1,8,10740.0,10740.0,-571.84,571.84,800.0,signal_exit,95
2017-10-26T20:00:00.000000000,2017-10-27T12:45:00.000000000,1,8,10746.0,10733.0,-5771.832,571.8320000000001,800.0,signal_exit,66
2017-10-28T01:00:00.000000000,2017-11-02T16:00:00.000000000,1,8,10749.0,10781.0,12227.76,572.24,800.0,signal_exit,278
2017-11-03T08:45:00.000000000,2017-11-03T10:45:00.000000000,1,8,10807.0,10767.0,-16572.592,572.5920000000001,800.0,signal_exit,0
2017-11-07T09:45:00.000000000,2017-11-09T15:00:00.000000000,1,8,10798.0,10732.0,-26972.24,572.24,800.0,signal_exit,215
2017-11-09T21:00:00.000000000,2017-11-14T13:35:00.000000000,-1,8,10697.0,10682.0,5428.968,571.032,800.0,roll_blackout,156
2017-11-16T08:45:00.000000000,2017-11-16T11:45:00.000000000,-1,9,10586.0,10625.0,-18190.899,640.899,900.0,signal_exit,0
2017-11-21T11:45:00.000000000,2017-11-27T10:45:00.000000000,1,8,10758.0,10771.0,4627.768,572.232,800.0,signal_exit,304
2017-11-30T22:00:00.000000000,2017-12-04T12:45:00.000000000,-1,9,10584.0,10637.0,-24490.989,640.989,900.0,signal_exit,26
2017-12-05T11:45:00.000000000,2017-12-09T00:00:00.000000000,-1,8,10588.0,10409.0,71032.024,567.976,800.0,signal_exit,123
2017-12-12T12:45:00.000000000,2017-12-12T16:00:00.000000000,-1,9,10410.0,10421.0,-5587.478999999999,637.4789999999999,900.0,signal_exit,0
2017-12-12T20:02:00.000000000,2017-12-12T22:00:00.000000000,-1,9,10420.0,10427.0,-3787.623,637.623,900.0,signal_exit,11
