entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations,entry_nav
2023-12-29T15:00:00.000000000,2023-12-30T01:00:00.000000000,1,1,17872.0,17795.0,-3935.667,85.667,100.0,signal_exit,12,5000000.0
2024-01-03T10:45:00.000000000,2024-01-06T01:00:00.000000000,-1,1,17547.0,17571.0,-1285.118,85.118,100.0,signal_exit,0,4996064.333
2024-01-09T15:00:00.000000000,2024-01-11T12:45:00.000000000,-1,1,17543.0,17588.0,-2335.1310000000003,85.131,100.0,signal_exit,0,4994779.215
2024-01-11T23:00:00.000000000,2024-01-12T11:45:00.000000000,-1,1,17503.0,17545.0,-2185.048,85.048,100.0,signal_exit,0,4992444.084
2024-01-12T15:00:00.000000000,2024-01-15T10:45:00.000000000,-1,1,17486.0,17597.0,-5635.0830000000005,85.083,100.0,signal_exit,0,4990259.035999999
2024-01-16T10:45:00.000000000,2024-01-16T13:35:00.000000000,-1,1,17389.0,17348.0,1965.263,84.73700000000001,100.0,roll_blackout,0,4984623.953
2024-01-18T08:45:00.000000000,2024-01-18T19:00:00.000000000,-1,1,17239.0,17407.0,-8484.646,84.646,100.0,signal_exit,0,4986589.216
2024-01-19T12:45:00.000000000,2024-01-30T17:00:00.000000000,1,1,17672.0,18046.0,18614.282,85.718,100.0,signal_exit,0,4978104.57
2024-02-02T03:00:00.000000000,2024-02-20T13:35:00.000000000,1,1,18032.0,18746.0,35613.221999999994,86.77799999999999,100.0,roll_blackout,0,4996718.852
2024-02-22T10:45:00.000000000,2024-02-27T11:45:00.000000000,1,1,18797.0,18832.0,1662.371,87.62899999999999,100.0,signal_exit,0,5032332.074
2024-02-29T15:00:00.000000000,2024-03-11T11:45:00.000000000,1,1,18962.0,19739.0,38761.299,88.701,100.0,signal_exit,0,5033994.445
2024-03-12T10:45:00.000000000,2024-03-14T23:00:00.000000000,1,1,19848.0,19877.0,1360.275,89.725,100.0,signal_exit,0,5072755.744
2024-03-18T19:00:00.000000000,2024-03-19T13:35:00.000000000,1,1,19936.0,19864.0,-3689.8,89.8,100.0,roll_blackout,0,5074116.019
2024-03-21T10:45:00.000000000,2024-03-26T12:45:00.000000000,1,1,20180.0,20187.0,259.633,90.367,100.0,signal_exit,0,5070426.2190000005
2024-03-27T12:45:00.000000000,2024-03-28T00:00:00.000000000,1,1,20274.0,20199.0,-3840.472999999999,90.473,100.0,signal_exit,0,5070685.852000001
2024-03-28T08:45:00.000000000,2024-03-28T12:45:00.000000000,1,1,20239.0,20212.0,-1440.451,90.451,100.0,signal_exit,0,5066845.379000001
2024-03-29T00:00:00.000000000,2024-04-03T10:45:00.000000000,1,1,20241.0,20358.0,5759.401,90.599,100.0,signal_exit,0,5065404.928
2024-04-03T12:45:00.000000000,2024-04-03T16:00:00.000000000,1,1,20380.0,20357.0,-1240.737,90.737,100.0,signal_exit,0,5071164.329
2024-04-04T00:00:00.000000000,2024-04-11T18:00:00.000000000,1,1,20461.0,20699.0,11808.84,91.16,100.0,signal_exit,0,5069923.592
2024-04-12T08:45:00.000000000,2024-04-12T16:00:00.000000000,1,1,20746.0,20746.0,-91.492,91.492,100.0,signal_exit,0,5081732.432
2024-04-16T10:45:00.000000000,2024-04-16T13:35:00.000000000,-1,1,19952.0,19929.0,1060.119,89.881,100.0,roll_blackout,0,5081640.94
2024-04-18T08:45:00.000000000,2024-04-18T11:45:00.000000000,-1,1,20069.0,20260.0,-9640.329000000002,90.329,100.0,signal_exit,0,5082701.059
2024-04-18T22:00:00.000000000,2024-04-19T00:00:00.000000000,-1,1,19986.0,20063.0,-3940.049,90.049,100.0,signal_exit,0,5073060.73
2024-04-19T02:00:00.000000000,2024-04-23T19:00:00.000000000,-1,1,19967.0,19757.0,10410.276,89.724,100.0,signal_exit,0,5069120.681000001
2024-04-25T22:00:00.000000000,2024-04-26T01:00:00.000000000,-1,1,19779.0,19977.0,-9989.756,89.756,100.0,signal_exit,0,5079530.957
2024-04-29T15:00:00.000000000,2024-05-02T08:45:00.000000000,1,1,20529.0,20249.0,-14090.778,90.778,100.0,signal_exit,0,5069541.201
2024-05-03T03:00:00.000000000,2024-05-03T11:45:00.000000000,1,1,20488.0,20426.0,-3190.914,90.914,100.0,signal_exit,0,5055450.423
2024-05-03T22:00:00.000000000,2024-05-09T16:00:00.000000000,1,1,20568.0,20600.0,1508.832,91.168,100.0,signal_exit,0,5052259.509000001
2024-05-10T03:00:00.000000000,2024-05-14T13:35:00.000000000,1,1,20709.0,20998.0,14358.293,91.707,100.0,roll_blackout,0,5053768.341000001
2024-05-16T08:45:00.000000000,2024-05-20T12:45:00.000000000,1,1,21466.0,21249.0,-10942.715,92.715,100.0,signal_exit,0,5068126.634000001
2024-05-21T08:45:00.000000000,2024-05-21T10:45:00.000000000,1,1,21325.0,21259.0,-3392.584,92.584,100.0,signal_exit,0,5057183.919000001
2024-05-22T10:45:00.000000000,2024-05-24T03:00:00.000000000,1,1,21522.0,21403.0,-6042.925,92.925,100.0,signal_exit,0,5053791.335000001
2024-05-24T10:45:00.000000000,2024-05-29T12:45:00.000000000,1,1,21534.0,21752.0,10806.714,93.286,100.0,signal_exit,0,5047748.410000001
2024-05-31T15:00:00.000000000,2024-06-03T10:45:00.000000000,-1,1,21286.0,21671.0,-19342.957,92.957,100.0,signal_exit,0,5058555.124000001
2024-06-03T11:45:00.000000000,2024-06-04T11:45:00.000000000,1,1,21664.0,21396.0,-13493.06,93.06,100.0,signal_exit,0,5039212.167
2024-06-04T16:00:00.000000000,2024-06-05T11:45:00.000000000,-1,1,21240.0,21416.0,-8892.655999999999,92.656,100.0,signal_exit,0,5025719.107000001
2024-06-06T12:45:00.000000000,2024-06-11T18:00:00.000000000,1,1,21917.0,21684.0,-11743.601,93.601,100.0,signal_exit,0,5016826.451
2024-06-12T12:45:00.000000000,2024-06-18T13:35:00.000000000,1,1,22001.0,22787.0,39205.21200000001,94.788,100.0,roll_blackout,0,5005082.850000001
2024-06-20T08:45:00.000000000,2024-06-21T17:00:00.000000000,1,1,23154.0,22936.0,-10996.09,96.09,100.0,signal_exit,0,5044288.062000001
2024-06-26T10:45:00.000000000,2024-06-26T20:00:00.000000000,1,1,22974.0,22762.0,-10695.736,95.736,100.0,signal_exit,0,5033291.972000001
2024-07-01T11:45:00.000000000,2024-07-01T23:00:00.000000000,1,1,23097.0,22829.0,-13495.926,95.926,100.0,signal_exit,0,5022596.236000001
