entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations
2021-01-04T09:45:00.000000000,14745.0,1,6,5000000.0,1.0,2021-01-16T01:00:00.000000000,15681.0,signal_exit,280317.444,482.556,600.0,49
2021-01-21T10:45:00.000000000,16079.0,1,6,5280317.444,1.0,2021-01-22T19:00:00.000000000,15826.0,signal_exit,-76391.43000000001,491.43,600.0,11
2021-04-06T09:45:00.000000000,16812.0,1,6,5203926.0139999995,1.0,2021-04-13T16:00:00.000000000,16821.0,signal_exit,2198.202,501.798,600.0,101
2021-04-19T09:45:00.000000000,17201.0,1,6,5206124.215999999,1.0,2021-04-20T13:35:00.000000000,17320.0,roll_blackout,35192.874,507.126,600.0,10
2021-04-22T08:45:00.000000000,17259.0,1,6,5241317.089999999,1.0,2021-04-22T15:00:00.000000000,17095.0,signal_exit,-49706.124,506.124,600.0,0
2021-04-29T03:00:00.000000000,17584.0,1,5,5191610.965999999,1.0,2021-05-03T10:45:00.000000000,17321.0,signal_exit,-66174.525,424.525,500.0,14
2021-05-28T09:45:00.000000000,16753.0,1,6,5125436.440999999,1.0,2021-06-04T10:45:00.000000000,17103.0,signal_exit,104496.864,503.136,600.0,50
2021-06-11T09:45:00.000000000,17279.0,1,6,5229933.304999999,1.0,2021-06-15T13:35:00.000000000,17390.0,roll_blackout,32791.986000000004,508.014,600.0,21
2021-06-21T09:45:00.000000000,16961.0,-1,6,5262725.290999999,1.0,2021-06-23T10:45:00.000000000,17247.0,signal_exit,-86305.248,505.248,600.0,7
2021-06-24T23:00:00.000000000,17418.0,1,5,5176420.043,1.0,2021-07-08T11:45:00.000000000,17800.0,signal_exit,95073.91,426.09,500.0,154
2021-07-12T09:45:00.000000000,17939.0,1,5,5271493.953,1.0,2021-07-16T01:00:00.000000000,17864.0,signal_exit,-19179.015,429.015,500.0,43
2021-07-19T22:00:00.000000000,17617.0,-1,5,5252314.937999999,1.0,2021-07-20T13:35:00.000000000,17542.0,roll_blackout,18324.205,425.7950000000001,500.0,0
2021-07-26T11:45:00.000000000,17279.0,-1,6,5270639.142999999,1.0,2021-07-29T12:45:00.000000000,17240.0,signal_exit,11192.886,507.114,600.0,9
2021-08-11T12:45:00.000000000,17103.0,-1,6,5281832.028999999,1.0,2021-08-17T13:35:00.000000000,16619.0,roll_blackout,144697.668,502.332,600.0,51
2021-08-31T15:00:00.000000000,17471.0,1,6,5426529.697,1.0,2021-09-07T12:45:00.000000000,17388.0,signal_exit,-25409.154,509.15400000000005,600.0,118
2021-09-14T09:45:00.000000000,17505.0,1,6,5401120.543,1.0,2021-09-14T13:35:00.000000000,17448.0,roll_blackout,-17609.717999999997,509.718,600.0,0
2021-09-22T10:45:00.000000000,16766.0,-1,6,5383510.824999999,1.0,2021-09-24T00:00:00.000000000,17159.0,signal_exit,-118403.55,503.55000000000007,600.0,14
2021-09-28T23:00:00.000000000,16973.0,-1,6,5265107.274999999,1.0,2021-10-07T09:45:00.000000000,16691.0,signal_exit,84098.016,501.984,600.0,14
2021-10-19T10:45:00.000000000,16921.0,1,6,5349205.290999999,1.0,2021-10-19T13:35:00.000000000,16906.0,roll_blackout,-5002.9619999999995,502.9620000000001,600.0,0
2021-10-21T09:45:00.000000000,16984.0,1,6,5344202.329,1.0,2021-10-21T19:00:00.000000000,16834.0,signal_exit,-45502.908,502.908,600.0,1
2021-10-26T09:45:00.000000000,16957.0,1,6,5298699.421,1.0,2021-10-29T10:45:00.000000000,16939.0,signal_exit,-5903.376,503.376,600.0,49
2021-11-04T04:00:00.000000000,17216.0,1,6,5292796.045000001,1.0,2021-11-11T08:45:00.000000000,17429.0,signal_exit,63392.13,507.87,600.0,47
2021-11-12T09:45:00.000000000,17617.0,1,6,5356188.175000001,1.0,2021-11-16T13:35:00.000000000,17685.0,roll_blackout,19888.188,511.812,600.0,50
2021-11-18T11:45:00.000000000,17838.0,1,6,5376076.363000001,1.0,2021-11-19T21:00:00.000000000,17743.0,signal_exit,-29013.485999999997,513.4860000000001,600.0,22
2021-11-27T01:00:00.000000000,17161.0,-1,6,5347062.877000001,1.0,2021-11-30T10:45:00.000000000,17475.0,signal_exit,-94707.816,507.816,600.0,12
2021-12-16T15:00:00.000000000,17814.0,1,5,5252355.061000002,1.0,2021-12-20T11:45:00.000000000,17585.0,signal_exit,-57676.995,426.995,500.0,6
2021-12-23T00:00:00.000000000,17898.0,1,5,5194678.0660000015,1.0,2022-01-06T11:45:00.000000000,18301.0,signal_exit,100319.005,430.995,500.0,299
2022-01-12T22:00:00.000000000,18418.0,1,5,5294997.071000001,1.0,2022-01-14T10:45:00.000000000,18319.0,signal_exit,-25183.685,433.68500000000006,500.0,5
2022-01-21T09:45:00.000000000,17932.0,-1,5,5269813.386000002,1.0,2022-02-07T10:45:00.000000000,17722.0,signal_exit,52071.73,428.27,500.0,1
2022-03-07T09:45:00.000000000,17131.0,-1,6,5321885.116000001,1.0,2022-03-09T19:00:00.000000000,17111.0,signal_exit,5494.548,505.452,600.0,0
2022-03-12T04:00:00.000000000,17156.0,-1,6,5327379.664000001,1.0,2022-03-14T10:45:00.000000000,17230.0,signal_exit,-22706.316000000003,506.316,600.0,0
2022-03-15T09:45:00.000000000,16918.0,-1,6,5304673.348000001,1.0,2022-03-15T13:35:00.000000000,16900.0,roll_blackout,4897.092000000001,502.9080000000001,600.0,0
2022-03-22T17:00:00.000000000,17606.0,1,6,5309570.44,1.0,2022-03-25T11:45:00.000000000,17615.0,signal_exit,2188.674,511.326,600.0,8
2022-03-29T21:00:00.000000000,17683.0,1,6,5311759.114,1.0,2022-03-31T18:00:00.000000000,17610.0,signal_exit,-22411.758,511.758,600.0,1
2022-04-15T09:45:00.000000000,17073.0,-1,6,5289347.356,1.0,2022-04-19T13:35:00.000000000,16998.0,roll_blackout,21995.574,504.426,600.0,47
2022-04-22T09:45:00.000000000,16900.0,-1,6,5311342.93,1.0,2022-04-28T17:00:00.000000000,16495.0,signal_exit,120999.63,500.37000000000006,600.0,0
2022-05-06T00:00:00.000000000,16347.0,-1,6,5432342.56,1.0,2022-05-13T21:00:00.000000000,15886.0,signal_exit,137806.602,493.398,600.0,2
2022-05-25T12:45:00.000000000,16127.0,1,6,5570149.162,1.0,2022-05-25T16:00:00.000000000,16029.0,signal_exit,-29892.936,492.936,600.0,0
2022-05-26T03:00:00.000000000,16173.0,1,6,5540256.226,1.0,2022-05-26T12:45:00.000000000,15969.0,signal_exit,-61692.852,492.852,600.0,0
2022-05-27T09:45:00.000000000,16188.0,1,6,5478563.374,1.0,2022-06-02T01:00:00.000000000,16499.0,signal_exit,92803.878,496.12200000000007,600.0,12
2022-06-08T09:45:00.000000000,16679.0,1,6,5571367.252,1.0,2022-06-09T02:00:00.000000000,16575.0,signal_exit,-31699.524,499.524,600.0,0
2022-06-16T16:00:00.000000000,15244.0,-1,7,5539667.728,1.0,2022-06-21T12:45:00.000000000,15346.0,signal_exit,-36264.13,564.13,700.0,18
2022-06-29T03:00:00.000000000,15057.0,-1,7,5503403.598,1.0,2022-07-07T11:45:00.000000000,14283.0,signal_exit,270344.62,555.38,700.0,22
2022-07-12T09:45:00.000000000,14011.0,-1,8,5773748.218,1.0,2022-07-13T11:45:00.000000000,14344.0,signal_exit,-133826.84,626.84,800.0,1
2022-07-18T09:45:00.000000000,14618.0,1,7,5639921.378,1.0,2022-07-19T13:35:00.000000000,14678.0,roll_blackout,20444.928,555.072,700.0,4
2022-07-22T04:00:00.000000000,14851.0,1,7,5660366.305999999,1.0,2022-07-23T03:00:00.000000000,14697.0,signal_exit,-54456.836,556.836,700.0,0
2022-07-28T03:00:00.000000000,14930.0,1,7,5605909.469999999,1.0,2022-08-01T22:00:00.000000000,14813.0,signal_exit,-41508.201,558.201,700.0,16
2022-08-09T11:45:00.000000000,15057.0,1,7,5564401.268999999,1.0,2022-08-10T04:00:00.000000000,14908.0,signal_exit,-52709.755,559.755,700.0,0
2022-08-10T23:00:00.000000000,15026.0,1,7,5511691.5139999995,1.0,2022-08-16T13:35:00.000000000,15411.0,roll_blackout,134186.941,563.059,700.0,14
2022-08-19T11:45:00.000000000,15387.0,1,7,5645878.454999999,1.0,2022-08-19T19:00:00.000000000,15284.0,signal_exit,-36614.697,564.697,700.0,1
2022-09-14T03:00:00.000000000,14539.0,-1,7,5609263.757999999,1.0,2022-09-20T13:35:00.000000000,14552.0,roll_blackout,-5103.637,553.637,700.0,1
2022-09-22T09:45:00.000000000,14138.0,-1,7,5604160.120999999,1.0,2022-10-04T00:00:00.000000000,13439.0,signal_exit,244106.961,543.039,700.0,1
2022-10-08T01:00:00.000000000,13465.0,-1,8,5848267.0819999995,1.0,2022-10-14T01:00:00.000000000,13112.0,signal_exit,140587.384,612.616,800.0,3
2022-11-01T09:45:00.000000000,13032.0,1,9,5988854.466,1.0,2022-11-03T08:45:00.000000000,12882.0,signal_exit,-68183.226,683.2260000000001,900.0,2
2022-11-04T21:00:00.000000000,13091.0,1,9,5920671.24,1.0,2022-11-15T13:35:00.000000000,14535.0,roll_blackout,649101.366,698.634,900.0,7
2022-11-22T18:00:00.000000000,14532.0,1,9,6569772.606000001,1.0,2022-11-26T02:00:00.000000000,14625.0,signal_exit,41137.587,712.413,900.0,43
2022-12-05T09:45:00.000000000,15014.0,1,8,6610910.193000001,1.0,2022-12-05T23:00:00.000000000,14851.0,signal_exit,-65838.92,638.9200000000001,800.0,0
2022-12-16T03:00:00.000000000,14427.0,-1,9,6545071.273000001,1.0,2022-12-20T13:35:00.000000000,14131.0,roll_blackout,132492.978,707.0219999999999,900.0,2
2022-12-23T02:00:00.000000000,14119.0,-1,9,6677564.251,1.0,2022-12-26T15:00:00.000000000,14250.0,signal_exit,-59655.321,705.321,900.0,1
2022-12-28T09:45:00.000000000,14141.0,-1,9,6617908.93,1.0,2022-12-30T00:00:00.000000000,14190.0,signal_exit,-22754.979,704.979,900.0,5
2022-12-31T01:00:00.000000000,14036.0,-1,9,6595153.950999999,1.0,2023-01-03T11:45:00.000000000,14192.0,signal_exit,-70904.052,704.052,900.0,1
2023-01-06T22:00:00.000000000,14432.0,1,9,6524249.898999999,1.0,2023-01-12T11:45:00.000000000,14765.0,signal_exit,149137.22699999998,712.773,900.0,8
2023-01-12T22:00:00.000000000,14897.0,1,8,6673387.125999999,1.0,2023-01-17T13:35:00.000000000,14926.0,roll_blackout,10961.416,638.5840000000001,800.0,36
2023-02-01T23:00:00.000000000,15446.0,1,8,6684348.541999999,1.0,2023-02-06T10:45:00.000000000,15435.0,signal_exit,-5047.048000000001,647.048,800.0,1
2023-02-08T09:45:00.000000000,15548.0,1,8,6679301.493999999,1.0,2023-02-11T00:00:00.000000000,15547.0,signal_exit,-1048.76,648.76,800.0,5
2023-02-22T01:00:00.000000000,15412.0,-1,8,6678252.733999999,1.0,2023-02-23T10:45:00.000000000,15621.0,signal_exit,-84248.264,648.264,800.0,4
2023-03-06T09:45:00.000000000,15737.0,1,8,6594004.469999999,1.0,2023-03-09T15:00:00.000000000,15766.0,signal_exit,10947.976,652.0240000000001,800.0,20
2023-03-31T09:45:00.000000000,15947.0,1,8,6604952.4459999995,1.0,2023-04-06T10:45:00.000000000,15763.0,signal_exit,-74253.68000000001,653.6800000000001,800.0,0
2023-04-12T21:00:00.000000000,15978.0,1,8,6530698.765999999,1.0,2023-04-13T12:45:00.000000000,15837.0,signal_exit,-57054.52,654.52,800.0,0
2023-04-14T11:45:00.000000000,15981.0,1,8,6473644.245999998,1.0,2023-04-15T01:00:00.000000000,15882.0,signal_exit,-40254.903999999995,654.904,800.0,0
2023-04-21T10:45:00.000000000,15650.0,-1,8,6433389.341999998,1.0,2023-04-28T00:00:00.000000000,15492.0,signal_exit,62550.864,649.1360000000001,800.0,33
