entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations,entry_nav
2017-07-03T17:00:00.000000000,2017-07-04T12:45:00.000000000,1,1,10300.0,10235.0,-3320.5350000000003,70.53500000000001,300.0,signal_exit,67,5000000.0
2017-07-07T08:45:00.000000000,2017-07-11T10:45:00.000000000,-1,1,10222.0,10335.0,-5720.557,70.55699999999999,300.0,signal_exit,162,4996679.465
2017-07-12T09:45:00.000000000,2017-07-18T13:35:00.000000000,1,1,10368.0,10460.0,4529.1720000000005,70.828,300.0,roll_blackout,366,4990958.908
2017-07-20T08:45:00.000000000,2017-07-21T10:45:00.000000000,1,1,10414.0,10337.0,-3920.7510000000007,70.751,300.0,signal_exit,86,4995488.08
2017-07-24T22:00:00.000000000,2017-07-25T10:45:00.000000000,1,1,10367.0,10348.0,-1020.715,70.715,300.0,signal_exit,56,4991567.329
2017-07-25T12:45:00.000000000,2017-07-26T15:00:00.000000000,1,1,10370.0,10326.0,-2270.6960000000004,70.69600000000001,300.0,signal_exit,101,4990546.614
2017-07-27T10:45:00.000000000,2017-07-28T10:45:00.000000000,1,1,10437.0,10351.0,-4370.788,70.788,300.0,signal_exit,68,4988275.918
2017-08-01T10:45:00.000000000,2017-08-01T16:00:00.000000000,1,1,10413.0,10373.0,-2070.786,70.786,300.0,signal_exit,1,4983905.13
2017-08-01T18:00:00.000000000,2017-08-03T23:00:00.000000000,1,1,10386.0,10404.0,829.2099999999999,70.79000000000002,300.0,signal_exit,191,4981834.344
2017-08-04T10:45:00.000000000,2017-08-09T10:45:00.000000000,1,1,10447.0,10463.0,729.0899999999999,70.91000000000001,300.0,signal_exit,304,4982663.554
2017-08-10T12:45:00.000000000,2017-08-15T11:45:00.000000000,-1,1,10325.0,10300.0,1179.375,70.625,300.0,signal_exit,115,4983392.643999999
2017-08-17T08:45:00.000000000,2017-08-17T10:45:00.000000000,-1,1,10255.0,10322.0,-3420.577,70.577,300.0,signal_exit,0,4984572.018999999
2017-08-18T02:00:00.000000000,2017-08-19T01:00:00.000000000,-1,1,10256.0,10275.0,-1020.531,70.531,300.0,signal_exit,18,4981151.442
2017-08-19T03:00:00.000000000,2017-08-21T12:45:00.000000000,-1,1,10259.0,10272.0,-720.5310000000001,70.531,300.0,signal_exit,10,4980130.910999999
2017-08-24T10:45:00.000000000,2017-08-29T10:45:00.000000000,1,1,10450.0,10451.0,-20.901000000000003,70.90100000000001,300.0,signal_exit,206,4979410.379999999
2017-08-30T04:00:00.000000000,2017-09-04T15:00:00.000000000,1,1,10492.0,10541.0,2378.967,71.033,300.0,signal_exit,257,4979389.478999999
2017-09-05T16:00:00.000000000,2017-09-06T00:00:00.000000000,1,1,10585.0,10551.0,-1771.136,71.136,300.0,signal_exit,43,4981768.4459999995
2017-09-08T20:00:00.000000000,2017-09-13T10:45:00.000000000,1,1,10567.0,10526.0,-2121.093,71.093,300.0,signal_exit,205,4979997.31
