entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations
2017-07-07T09:45:00.000000000,10210.0,-1,9,5000000.0,1.0,2017-07-11T10:45:00.000000000,10333.0,signal_exit,-55984.887,634.887,900.0,162
2017-08-10T19:00:00.000000000,10302.0,-1,9,4944015.113,1.0,2017-08-15T11:45:00.000000000,10298.0,signal_exit,1164.6,635.4000000000001,900.0,109
2017-08-18T04:00:00.000000000,10221.0,-1,9,4945179.7129999995,1.0,2017-08-19T01:00:00.000000000,10273.0,signal_exit,-24034.446,634.4460000000001,900.0,18
2017-09-22T10:45:00.000000000,10452.0,-1,9,4921145.266999999,1.0,2017-09-28T02:00:00.000000000,10334.0,signal_exit,52462.926,637.0740000000001,900.0,233
2017-11-09T21:00:00.000000000,10697.0,-1,9,4973608.192999999,1.0,2017-11-14T13:35:00.000000000,10682.0,roll_blackout,6107.589,642.4110000000001,900.0,156
2017-12-01T10:45:00.000000000,10540.0,-1,9,4979715.781999999,1.0,2017-12-04T12:45:00.000000000,10637.0,signal_exit,-44290.593,640.5930000000001,900.0,13
2017-12-06T09:45:00.000000000,10529.0,-1,9,4935425.188999998,1.0,2017-12-09T00:00:00.000000000,10409.0,signal_exit,53361.558000000005,638.442,900.0,89
2017-12-26T10:45:00.000000000,10441.0,-1,9,4988786.746999999,1.0,2017-12-27T18:00:00.000000000,10485.0,signal_exit,-20438.334000000003,638.3340000000001,900.0,82
2018-02-03T04:00:00.000000000,11005.0,-1,9,4968348.412999999,1.0,2018-02-12T13:35:00.000000000,10409.0,roll_blackout,267557.27400000003,642.726,900.0,3
2018-03-24T04:00:00.000000000,10636.0,-1,9,5235905.686999999,1.0,2018-03-26T19:00:00.000000000,10899.0,signal_exit,-118993.815,643.815,900.0,0
2018-03-28T15:00:00.000000000,10825.0,-1,9,5116911.871999999,1.0,2018-03-30T00:00:00.000000000,10911.0,signal_exit,-39345.624,645.624,900.0,7
2018-04-03T03:00:00.000000000,10713.0,-1,9,5077566.247999999,1.0,2018-04-09T12:45:00.000000000,10896.0,signal_exit,-82994.481,644.481,900.0,9
2018-04-23T16:00:00.000000000,10653.0,-1,9,4994571.766999998,1.0,2018-04-27T16:00:00.000000000,10572.0,signal_exit,35808.975,641.0250000000001,900.0,4
2018-05-03T08:45:00.000000000,10559.0,-1,9,5030380.741999998,1.0,2018-05-05T01:00:00.000000000,10571.0,signal_exit,-6040.17,640.17,900.0,9
2018-05-30T01:00:00.000000000,10867.0,-1,9,5024340.571999997,1.0,2018-06-01T10:45:00.000000000,10920.0,signal_exit,-24496.083,646.0830000000001,900.0,20
2018-06-19T10:45:00.000000000,10901.0,-1,9,4999844.488999996,1.0,2018-06-19T13:35:00.000000000,10885.0,roll_blackout,6553.9259999999995,646.0740000000001,900.0,0
2018-06-21T16:00:00.000000000,10654.0,-1,9,5006398.414999996,1.0,2018-06-27T23:00:00.000000000,10589.0,signal_exit,28608.813000000002,641.187,900.0,64
2018-06-28T04:00:00.000000000,10511.0,-1,9,5035007.227999996,1.0,2018-06-29T04:00:00.000000000,10553.0,signal_exit,-19539.575999999997,639.576,900.0,1
2018-07-05T12:45:00.000000000,10532.0,-1,9,5015467.651999996,1.0,2018-07-09T09:45:00.000000000,10625.0,signal_exit,-42490.413,640.413,900.0,22
2018-08-13T10:45:00.000000000,10824.0,-1,9,4972977.238999996,1.0,2018-08-14T13:35:00.000000000,10821.0,roll_blackout,705.195,644.8050000000001,900.0,20
2018-08-17T15:00:00.000000000,10652.0,-1,9,4973682.433999996,1.0,2018-08-18T04:00:00.000000000,10685.0,signal_exit,-15492.033000000001,642.033,900.0,3
2018-09-07T12:45:00.000000000,10809.0,-1,9,4958190.400999996,1.0,2018-09-13T17:00:00.000000000,10735.0,signal_exit,32656.103999999996,643.896,900.0,68
2018-10-02T16:00:00.000000000,10862.0,-1,9,4990846.504999995,1.0,2018-10-16T10:45:00.000000000,9965.0,signal_exit,403012.55700000003,637.4430000000001,900.0,80
2018-10-19T00:00:00.000000000,9796.0,-1,11,5393859.061999995,1.0,2018-10-19T21:00:00.000000000,9937.0,signal_exit,-78317.063,767.0629999999999,1100.0,2
2018-10-23T11:45:00.000000000,9738.0,-1,10,5315541.998999995,1.0,2018-10-29T20:00:00.000000000,9548.0,signal_exit,94307.14,692.86,1000.0,1
2018-11-16T21:00:00.000000000,9753.0,-1,11,5409849.138999995,1.0,2018-11-19T08:45:00.000000000,9803.0,signal_exit,-28265.115999999998,765.116,1100.0,0
2018-11-22T17:00:00.000000000,9697.0,-1,11,5381584.022999995,1.0,2018-11-26T10:45:00.000000000,9782.0,signal_exit,-47514.269,764.269,1100.0,66
2018-12-06T10:45:00.000000000,9688.0,-1,11,5334069.753999995,1.0,2018-12-11T15:00:00.000000000,9689.0,signal_exit,-1313.147,763.147,1100.0,10
2018-12-20T08:45:00.000000000,9637.0,-1,11,5332756.606999995,1.0,2018-12-27T03:00:00.000000000,9550.0,signal_exit,47088.943,761.057,1100.0,161
2019-01-02T11:45:00.000000000,9543.0,-1,11,5379845.549999995,1.0,2019-01-07T08:45:00.000000000,9542.0,signal_exit,-209.935,759.935,1100.0,2
2019-05-06T10:45:00.000000000,10855.0,-1,9,5379635.614999995,1.0,2019-05-14T13:35:00.000000000,10543.0,roll_blackout,139757.418,642.5820000000001,900.0,23
2019-05-17T11:45:00.000000000,10448.0,-1,10,5519393.032999994,1.0,2019-05-21T11:45:00.000000000,10491.0,signal_exit,-22209.39,709.39,1000.0,8
2019-05-23T16:00:00.000000000,10280.0,-1,10,5497183.642999994,1.0,2019-05-28T02:00:00.000000000,10341.0,signal_exit,-31206.21,706.21,1000.0,62
2019-05-29T03:00:00.000000000,10294.0,-1,10,5465977.432999994,1.0,2019-05-30T10:45:00.000000000,10346.0,signal_exit,-26706.399999999998,706.4,1000.0,6
2019-07-30T22:00:00.000000000,10692.0,-1,10,5439271.032999993,1.0,2019-08-07T17:00:00.000000000,10384.0,signal_exit,153289.24,710.76,1000.0,58
2019-08-07T22:00:00.000000000,10283.0,-1,10,5592560.2729999935,1.0,2019-08-08T03:00:00.000000000,10371.0,signal_exit,-44706.54,706.5400000000001,1000.0,0
2019-08-13T03:00:00.000000000,10356.0,-1,10,5547853.7329999935,1.0,2019-08-13T23:00:00.000000000,10452.0,signal_exit,-48708.079999999994,708.0799999999999,1000.0,2
2019-08-15T00:00:00.000000000,10294.0,-1,10,5499145.652999994,1.0,2019-08-16T11:45:00.000000000,10402.0,signal_exit,-54706.96,706.9599999999999,1000.0,3
2019-12-03T00:00:00.000000000,11444.0,-1,9,5444438.692999994,1.0,2019-12-03T16:00:00.000000000,11526.0,signal_exit,-37556.729999999996,656.73,900.0,13
2020-01-06T10:45:00.000000000,11958.0,-1,9,5406881.962999994,1.0,2020-01-09T03:00:00.000000000,11913.0,signal_exit,19585.161,664.8389999999999,900.0,40
2020-01-30T10:45:00.000000000,11524.0,-1,9,5426467.123999993,1.0,2020-02-04T10:45:00.000000000,11542.0,signal_exit,-8757.594000000001,657.594,900.0,15
2020-02-21T01:00:00.000000000,11636.0,-1,9,5417709.529999994,1.0,2020-03-03T10:45:00.000000000,11321.0,signal_exit,141093.38700000002,656.613,900.0,8
2020-03-06T16:00:00.000000000,11253.0,-1,9,5558802.916999993,1.0,2020-03-11T08:45:00.000000000,10980.0,signal_exit,122199.90299999999,650.097,900.0,0
2020-03-11T15:00:00.000000000,10820.0,-1,10,5681002.819999993,1.0,2020-03-17T13:35:00.000000000,9401.0,roll_blackout,708797.79,702.21,1000.0,0
2020-03-19T10:45:00.000000000,8503.0,-1,15,6389800.609999993,1.0,2020-03-20T10:45:00.000000000,8978.0,signal_exit,-357262.21499999997,1012.215,1500.0,0
2020-05-14T22:00:00.000000000,10648.0,-1,11,6032538.394999993,1.0,2020-05-15T08:45:00.000000000,10831.0,signal_exit,-101436.269,786.269,1100.0,0
2020-05-22T11:45:00.000000000,10758.0,-1,11,5931102.125999994,1.0,2020-05-25T18:00:00.000000000,10863.0,signal_exit,-58537.831000000006,787.831,1100.0,6
2020-08-20T10:45:00.000000000,12192.0,-1,9,5872564.294999993,1.0,2020-08-24T10:45:00.000000000,12574.0,signal_exit,-172572.894,672.894,900.0,9
2020-09-24T03:00:00.000000000,12408.0,-1,9,5699991.400999993,1.0,2020-09-28T10:45:00.000000000,12382.0,signal_exit,11026.89,673.1100000000001,900.0,5
2020-10-28T10:45:00.000000000,12746.0,-1,8,5711018.290999993,1.0,2020-11-02T19:00:00.000000000,12580.0,signal_exit,65797.392,602.608,800.0,0
