entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations,raw_entry,raw_exit,mfe_points,mae_points,holding_calendar_days,holding_observation_minutes,mfe_mae_exit_bar_included
2024-01-19T12:45:00.000000000,17672.0,1,5,5000000.0,1.0,2024-01-30T17:00:00.000000000,18046.0,signal_exit,93071.41,428.59000000000003,500.0,0,17671.0,18047.0,481.0,21.0,11.177083333333334,8149,False
2024-02-02T08:45:00.000000000,18101.0,1,5,5093071.409999999,1.0,2024-02-20T13:35:00.000000000,18746.0,roll_blackout,160815.76499999998,434.235,500.0,0,18100.0,18747.0,652.0,142.0,18.20138888888889,5917,False
2024-02-22T16:00:00.000000000,18922.0,1,5,5253887.174999999,1.0,2024-02-27T11:45:00.000000000,18832.0,signal_exit,-22938.77,438.77,500.0,0,18921.0,18833.0,99.0,171.0,4.822916666666667,3212,False
2024-02-29T15:00:00.000000000,18962.0,1,5,5230948.404999998,1.0,2024-03-11T11:45:00.000000000,19739.0,signal_exit,193806.495,443.505,500.0,0,18961.0,19740.0,1048.0,70.0,10.864583333333334,7854,False
2024-03-12T10:45:00.000000000,19848.0,1,5,5424754.8999999985,1.0,2024-03-14T23:00:00.000000000,19877.0,signal_exit,6801.375,448.625,500.0,0,19847.0,19878.0,217.0,48.0,2.5104166666666665,2924,False
2024-03-18T20:00:00.000000000,19952.0,1,5,5431556.2749999985,1.0,2024-03-19T13:35:00.000000000,19864.0,roll_blackout,-22449.079999999998,449.08000000000004,500.0,0,19951.0,19865.0,14.0,212.0,0.7326388888888888,824,False
2024-03-21T10:45:00.000000000,20180.0,1,5,5409107.194999998,1.0,2024-03-26T12:45:00.000000000,20187.0,signal_exit,1298.165,451.83500000000004,500.0,0,20179.0,20188.0,280.0,141.0,5.083333333333333,3525,False
2024-03-29T09:45:00.000000000,20275.0,1,5,5410405.3599999985,1.0,2024-04-03T10:45:00.000000000,20358.0,signal_exit,20296.835,453.1650000000001,500.0,0,20274.0,20359.0,280.0,38.0,5.041666666666667,3459,False
2024-04-08T10:45:00.000000000,20515.0,1,5,5430702.194999998,1.0,2024-04-11T18:00:00.000000000,20699.0,signal_exit,45543.93,456.07,500.0,0,20514.0,20700.0,379.0,87.0,3.3020833333333335,3756,False
2024-05-03T03:00:00.000000000,20488.0,1,5,5476246.124999998,1.0,2024-05-03T11:45:00.000000000,20426.0,signal_exit,-15954.57,454.57,500.0,0,20487.0,20427.0,110.0,106.0,0.3645833333333333,299,False
2024-05-04T02:00:00.000000000,20644.0,1,5,5460291.554999998,1.0,2024-05-09T16:00:00.000000000,20600.0,signal_exit,-11456.22,456.22,500.0,0,20643.0,20601.0,120.0,107.0,5.583333333333333,3940,False
2024-05-10T12:45:00.000000000,20753.0,1,5,5448835.334999998,1.0,2024-05-14T13:35:00.000000000,20998.0,roll_blackout,60791.245,458.755,500.0,0,20752.0,20999.0,259.0,1.0,4.034722222222222,2294,False
2024-05-16T09:45:00.000000000,21554.0,1,5,5509626.579999998,1.0,2024-05-20T12:45:00.000000000,21249.0,signal_exit,-76714.015,464.015,500.0,0,21553.0,21250.0,3.0,400.0,4.125,2448,False
2024-05-22T10:45:00.000000000,21522.0,1,5,5432912.564999999,1.0,2024-05-24T03:00:00.000000000,21403.0,signal_exit,-30214.625,464.62500000000006,500.0,0,21521.0,21404.0,170.0,131.0,1.6770833333333333,2039,False
2024-05-27T09:45:00.000000000,21872.0,1,4,5402697.939999999,1.0,2024-05-29T12:45:00.000000000,21752.0,signal_exit,-24374.496000000003,374.496,400.0,0,21871.0,21753.0,123.0,136.0,2.125,2424,False
2024-06-12T12:45:00.000000000,22001.0,1,4,5378323.443999998,1.0,2024-06-18T13:35:00.000000000,22787.0,roll_blackout,156820.84800000003,379.15200000000004,400.0,0,22000.0,22788.0,812.0,1.0,6.034722222222222,4603,False
2024-06-20T12:45:00.000000000,23311.0,1,4,5535144.2919999985,1.0,2024-06-21T17:00:00.000000000,22936.0,signal_exit,-75384.98800000001,384.98800000000006,400.0,0,23310.0,22937.0,90.0,610.0,1.1770833333333333,1320,False
2024-06-26T10:45:00.000000000,22974.0,1,4,5459759.303999999,1.0,2024-06-26T20:00:00.000000000,22762.0,signal_exit,-42782.944,382.944,400.0,0,22973.0,22763.0,32.0,271.0,0.3854166666666667,480,False
2024-07-03T02:00:00.000000000,23038.0,1,4,5416976.3599999985,1.0,2024-07-12T10:45:00.000000000,23942.0,signal_exit,180412.08,387.92,400.0,0,23037.0,23943.0,1412.0,57.0,9.364583333333334,8245,False
2024-08-20T02:00:00.000000000,22543.0,1,4,5597388.439999999,1.0,2024-08-20T13:35:00.000000000,22428.0,roll_blackout,-23379.884,379.884,400.0,0,22542.0,22429.0,36.0,153.0,0.4826388888888889,470,False
2024-09-19T12:45:00.000000000,22007.0,1,5,5574008.555999998,1.0,2024-09-27T16:00:00.000000000,22761.0,signal_exit,188026.16,473.84000000000003,500.0,0,22006.0,22762.0,1389.0,0.0,8.135416666666666,6942,False
2024-10-12T03:00:00.000000000,23073.0,1,4,5762034.715999998,1.0,2024-10-15T13:35:00.000000000,23248.0,roll_blackout,34614.716,385.284,400.0,0,23072.0,23249.0,314.0,254.0,3.4409722222222223,1542,False
2024-10-17T16:00:00.000000000,23562.0,1,4,5796649.431999998,1.0,2024-10-21T19:00:00.000000000,23494.0,signal_exit,-13988.224,388.224,400.0,0,23561.0,23495.0,427.0,75.0,4.125,2460,False
2024-10-25T18:00:00.000000000,23569.0,1,4,5782661.207999999,1.0,2024-10-28T11:45:00.000000000,23309.0,signal_exit,-52387.511999999995,387.512,400.0,0,23568.0,23310.0,141.0,308.0,2.7395833333333335,838,False
2024-11-07T22:00:00.000000000,23614.0,1,4,5730273.6959999995,1.0,2024-11-11T10:45:00.000000000,23423.0,signal_exit,-38588.148,388.148,400.0,0,23613.0,23424.0,227.0,304.0,3.53125,1679,False
2024-12-04T15:00:00.000000000,23276.0,1,4,5691685.5479999995,1.0,2024-12-06T15:00:00.000000000,23209.0,signal_exit,-13785.939999999999,385.94000000000005,400.0,0,23275.0,23210.0,178.0,141.0,2.0,2272,False
2024-12-09T17:00:00.000000000,23418.0,1,4,5677899.607999999,1.0,2024-12-10T08:45:00.000000000,23227.0,signal_exit,-38586.58,386.58000000000004,400.0,0,23417.0,23228.0,60.0,201.0,0.65625,719,False
2024-12-25T18:00:00.000000000,23378.0,1,4,5639313.027999999,1.0,2024-12-26T18:00:00.000000000,23237.0,signal_exit,-28586.46,386.46000000000004,400.0,0,23377.0,23238.0,44.0,174.0,1.0,988,False
2024-12-27T15:00:00.000000000,23383.0,1,4,5610726.567999999,1.0,2024-12-27T23:00:00.000000000,23202.0,signal_exit,-36586.34,386.34000000000003,400.0,0,23382.0,23203.0,9.0,203.0,0.3333333333333333,480,False
2025-01-06T10:45:00.000000000,23487.0,1,4,5574140.227999999,1.0,2025-01-08T12:45:00.000000000,23454.0,signal_exit,-6987.764,387.764,400.0,0,23486.0,23455.0,504.0,38.0,2.0833333333333335,2396,False
2025-01-22T17:00:00.000000000,23743.0,1,4,5567152.464,1.0,2025-02-03T10:45:00.000000000,22586.0,signal_exit,-231785.31600000002,385.31600000000003,400.0,0,23742.0,22587.0,99.0,1203.0,11.739583333333334,838,False
2025-02-07T15:00:00.000000000,23432.0,1,4,5335367.148,1.0,2025-02-08T02:00:00.000000000,23261.0,signal_exit,-34586.772000000004,386.77200000000005,400.0,0,23431.0,23262.0,97.0,198.0,0.4583333333333333,656,False
2025-02-18T12:45:00.000000000,23596.0,1,4,5300780.376,1.0,2025-02-18T13:35:00.000000000,23653.0,roll_blackout,11011.004,388.99600000000004,400.0,0,23595.0,23654.0,61.0,3.0,0.034722222222222224,50,False
2025-02-21T10:45:00.000000000,23702.0,1,4,5311791.380000001,1.0,2025-02-22T03:00:00.000000000,23513.0,signal_exit,-38188.86,388.86,400.0,0,23701.0,23514.0,81.0,196.0,0.6770833333333334,899,False
2025-04-23T10:45:00.000000000,19503.0,1,5,5273602.5200000005,1.0,2025-04-30T22:00:00.000000000,19937.0,signal_exit,108052.8,447.2,500.0,0,19502.0,19938.0,766.0,148.0,7.46875,6292,False
2025-05-02T08:45:00.000000000,20489.0,1,5,5381655.320000001,1.0,2025-05-05T18:00:00.000000000,20278.0,signal_exit,-53203.835,453.83500000000004,500.0,0,20488.0,20279.0,412.0,282.0,3.3854166666666665,1620,False
2025-05-09T00:00:00.000000000,20766.0,1,5,5328451.485000001,1.0,2025-05-19T10:45:00.000000000,21696.0,signal_exit,232037.69,462.31000000000006,500.0,0,20765.0,21697.0,1165.0,169.0,10.447916666666666,7239,False
2025-06-04T10:45:00.000000000,21509.0,1,5,5560489.175000001,1.0,2025-06-12T20:00:00.000000000,22137.0,signal_exit,156531.77,468.23,500.0,0,21508.0,22138.0,985.0,55.0,8.385416666666666,7260,False
2025-06-16T23:00:00.000000000,22233.0,1,5,5717020.945000001,1.0,2025-06-17T13:35:00.000000000,22147.0,roll_blackout,-21971.9,471.90000000000003,500.0,0,22232.0,22148.0,46.0,171.0,0.6076388888888888,648,False
