period,return,ending_equity
2024-01,0.014678615000000006,5073393.075
2024-02,0.03673635420019172,5259771.04
2024-03,0.03166985953061552,5426347.25
2024-04,0.00781900199991803,5468775.87
2024-05,-0.004699907367021083,5443073.13
2024-06,-0.008154613935896227,5398686.97
2024-07,0.026939151095104252,5544123.014
2024-08,-0.027063515117018766,5394079.557
2024-09,0.02254920542322303,5515711.765000001
2024-10,0.003928395268493423,5537379.661
2024-11,-0.006968665752102532,5498791.513
2024-12,-0.004206224575949102,5475662.361
2025-01,0.013883089019776085,5551681.469
2025-02,-0.0576226885109139,5231778.657
2025-03,-0.003359879144825828,5214200.513
2025-04,0.030930434032581555,5375477.998
2025-05,0.036413048304323015,5571215.538
2025-06,0.0199980137620015,5682628.783
2025-07,0.023028541718488782,5813491.437
2025-08,0.020203252601780575,5930942.873
2025-09,0.051052615154737024,6233733.016999999
2025-10,0.02099847196583915,6364631.885
2025-11,-0.007547970859590358,6316591.829
2025-12,0.009252907514407438,6375038.668999999
2026-01,0.08664044450206299,6927374.852999999
2026-02,0.03891581063831895,7196959.261
2026-03,-0.028268961046158836,6993508.699999999
2026-04,0.062419261593254394,7430038.348999999
2026-05,0.047998585370423896,7786669.679
2026-06,-0.02219098820462495,7613875.784
2026-07,-0.05227535716256437,7215857.708000001
2026-08,0.029258905946264457,7426985.8100000005
2026-09,-0.015658770862792437,7310688.341
