entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations,raw_entry,raw_exit,mfe_points,mae_points,holding_calendar_days,holding_observation_minutes,mfe_mae_exit_bar_included
2020-12-31T15:00:00.000000000,14678.0,1,6,5000000.0,1.0,2021-01-15T20:00:00.000000000,15704.0,signal_exit,307317.708,482.292,600.0,86,14677.0,15705.0,1384.0,47.0,15.208333333333334,11605,False
2021-01-19T10:45:00.000000000,15797.0,1,6,5307317.708,1.0,2021-01-19T13:35:00.000000000,15892.0,roll_blackout,28009.866,490.134,600.0,0,15796.0,15893.0,150.0,13.0,0.11805555555555555,170,False
2021-01-21T08:45:00.000000000,15804.0,1,6,5335327.574,1.0,2021-01-22T17:00:00.000000000,15881.0,signal_exit,22609.89,490.11,600.0,11,15803.0,15882.0,380.0,34.0,1.34375,1548,False
2021-01-25T08:45:00.000000000,15957.0,1,6,5357937.464,1.0,2021-01-25T10:45:00.000000000,15900.0,signal_exit,-17591.142,491.14200000000005,600.0,0,15956.0,15901.0,48.0,237.0,0.08333333333333333,120,False
2021-02-18T08:45:00.000000000,16375.0,1,6,5340346.322,1.0,2021-02-22T17:00:00.000000000,16290.0,signal_exit,-25995.99,495.99,600.0,8,16374.0,16291.0,190.0,244.0,4.34375,2692,False
2021-02-23T02:00:00.000000000,16348.0,1,6,5314350.3319999995,1.0,2021-02-23T09:45:00.000000000,16323.0,signal_exit,-7996.026,496.02599999999995,600.0,4,16347.0,16324.0,45.0,165.0,0.3229166666666667,236,False
2021-02-23T15:00:00.000000000,16417.0,1,6,5306354.305999999,1.0,2021-02-23T19:00:00.000000000,16310.0,signal_exit,-32596.362,496.362,600.0,0,16416.0,16311.0,7.0,133.0,0.16666666666666666,240,False
2021-02-25T09:45:00.000000000,16352.0,1,6,5273757.943999998,1.0,2021-02-26T02:00:00.000000000,16198.0,signal_exit,-46695.3,495.3,600.0,0,16351.0,16199.0,47.0,164.0,0.6770833333333334,900,False
2021-03-12T02:00:00.000000000,16246.0,1,6,5227062.643999998,1.0,2021-03-16T13:35:00.000000000,16306.0,roll_blackout,17504.688000000002,495.312,600.0,15,16245.0,16307.0,103.0,152.0,4.482638888888889,2735,False
2021-03-18T10:45:00.000000000,16358.0,1,6,5244567.331999999,1.0,2021-03-18T17:00:00.000000000,16191.0,signal_exit,-50595.294,495.29400000000004,600.0,0,16357.0,16192.0,3.0,179.0,0.2604166666666667,300,False
2021-03-22T23:00:00.000000000,16196.0,1,6,5193972.037999999,1.0,2021-03-24T04:00:00.000000000,16046.0,signal_exit,-45493.452,493.452,600.0,7,16195.0,16047.0,82.0,170.0,1.2083333333333333,1433,False
2021-03-26T11:45:00.000000000,16257.0,1,6,5148478.585999999,1.0,2021-03-31T15:00:00.000000000,16412.0,signal_exit,46003.986,496.01400000000007,600.0,20,16256.0,16413.0,311.0,24.0,5.135416666666667,3518,False
2021-03-31T23:00:00.000000000,16506.0,1,6,5194482.571999999,1.0,2021-04-12T15:00:00.000000000,16844.0,signal_exit,100899.90000000001,500.1,600.0,107,16505.0,16845.0,472.0,53.0,11.666666666666666,6242,False
2021-04-12T21:00:00.000000000,16870.0,1,6,5295382.471999998,1.0,2021-04-12T23:00:00.000000000,16844.0,signal_exit,-8302.284,502.28400000000005,600.0,0,16869.0,16845.0,7.0,41.0,0.08333333333333333,120,False
