entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations
2020-12-31T15:00:00.000000000,2021-01-16T01:00:00.000000000,1,6,14678.0,15681.0,300417.84599999996,482.154,600.0,signal_exit,87
2021-01-19T10:45:00.000000000,2021-01-19T13:35:00.000000000,1,6,15797.0,15892.0,28009.866,490.134,600.0,roll_blackout,0
2021-01-21T10:45:00.000000000,2021-01-22T19:00:00.000000000,1,6,16079.0,15826.0,-76391.43000000001,491.43,600.0,signal_exit,11
2021-01-23T00:00:00.000000000,2021-01-25T10:45:00.000000000,1,6,15907.0,15900.0,-2590.842,490.842,600.0,signal_exit,3
2021-01-28T11:45:00.000000000,2021-02-01T18:00:00.000000000,-1,6,15347.0,15403.0,-17284.5,484.5,600.0,signal_exit,0
2021-02-04T16:00:00.000000000,2021-02-05T13:35:00.000000000,1,6,15745.0,15807.0,18110.688,489.312,600.0,roll_blackout,11
2021-02-18T09:45:00.000000000,2021-02-23T09:45:00.000000000,1,6,16295.0,16323.0,7904.292,495.708,600.0,signal_exit,13
2021-02-23T15:00:00.000000000,2021-02-23T19:00:00.000000000,1,6,16417.0,16310.0,-32596.362,496.362,600.0,signal_exit,0
2021-02-25T09:45:00.000000000,2021-02-26T02:00:00.000000000,1,6,16352.0,16198.0,-46695.3,495.3,600.0,signal_exit,0
2021-03-05T04:00:00.000000000,2021-03-09T19:00:00.000000000,-1,6,15740.0,15866.0,-38289.636000000006,489.636,600.0,signal_exit,0
2021-03-18T08:45:00.000000000,2021-03-18T21:00:00.000000000,1,6,16256.0,16197.0,-18194.718,494.718,600.0,signal_exit,0
2021-03-22T23:00:00.000000000,2021-03-23T16:00:00.000000000,1,6,16196.0,16129.0,-20593.95,493.9500000000001,600.0,signal_exit,3
2021-03-26T15:00:00.000000000,2021-04-13T16:00:00.000000000,1,6,16301.0,16821.0,155501.26799999998,498.732,600.0,signal_exit,150
2021-04-14T16:00:00.000000000,2021-04-15T04:00:00.000000000,1,6,16887.0,16842.0,-14002.374,502.374,600.0,signal_exit,10
2021-04-15T10:45:00.000000000,2021-04-20T13:35:00.000000000,1,6,16923.0,17320.0,118594.542,505.458,600.0,roll_blackout,48
2021-04-22T08:45:00.000000000,2021-04-22T15:00:00.000000000,1,6,17259.0,17095.0,-49706.124,506.124,600.0,signal_exit,0
2021-04-23T11:45:00.000000000,2021-05-03T10:45:00.000000000,1,6,17200.0,17321.0,35792.874,507.126,600.0,signal_exit,76
2021-05-04T23:00:00.000000000,2021-05-07T00:00:00.000000000,-1,6,16729.0,17041.0,-94102.62,502.62,600.0,signal_exit,10
2021-05-11T04:00:00.000000000,2021-05-14T21:00:00.000000000,-1,6,17038.0,15853.0,355002.654,497.346,600.0,signal_exit,2
2021-05-17T10:45:00.000000000,2021-05-18T10:45:00.000000000,-1,7,15441.0,16001.0,-196570.094,570.094,700.0,signal_exit,1
