period,return,ending_equity
2024-01,-0.010220031000000018,4948899.845
2024-02,0.0,4948899.845
2024-03,0.0,4948899.845
2024-04,0.0008568522566252401,4953140.321
2024-05,0.0,4953140.321
2024-06,0.0,4953140.321
2024-07,-0.0104130464023654,4901563.041
2024-08,0.0399926420124157,5097589.497
2024-09,0.020054097345453492,5199817.053
2024-10,0.0,5199817.053
2024-11,-0.02279265804777164,5081299.401
2024-12,-0.02829460117459426,4937526.061
2025-01,-0.014534575233303149,4865761.217
2025-02,-0.013849053620750285,4798375.029
2025-03,0.04261424310609052,5002854.149
2025-04,-0.05778236510408408,4713777.404
2025-05,0.0,4713777.404
2025-06,0.0,4713777.404
2025-07,0.0,4713777.404
2025-08,0.0,4713777.404
2025-09,0.0,4713777.404
2025-10,0.0,4713777.404
2025-11,0.018895634300511777,4802847.218
2025-12,0.0,4802847.218
2026-01,0.0,4802847.218
2026-02,0.0,4802847.218
2026-03,-0.002786300165836475,4789465.044
2026-04,-0.018230783855366917,4702149.342
2026-05,0.0,4702149.342
2026-06,0.0,4702149.342
2026-07,0.05131119504115489,4943422.244
2026-08,0.0,4943422.244
2026-09,0.0,4943422.244
