,equity
2024-01-02,5000000.0
2024-01-03,5000000.0
2024-01-04,5000000.0
2024-01-05,5000000.0
2024-01-08,4975824.765
2024-01-09,4975824.765
2024-01-10,4990362.18
2024-01-11,4957649.24
2024-01-12,4930724.32
2024-01-15,4930724.32
2024-01-16,4930724.32
2024-01-17,4930724.32
2024-01-18,4930724.32
2024-01-19,4930724.32
2024-01-22,4930724.32
2024-01-23,4930724.32
2024-01-24,4930724.32
2024-01-25,4930724.32
2024-01-26,4930724.32
2024-01-29,4930724.32
2024-01-30,4930724.32
2024-01-31,4930724.32
2024-02-01,4930724.32
2024-02-02,4930724.32
2024-02-05,4930724.32
2024-02-15,4930724.32
2024-02-16,4930724.32
2024-02-19,4930724.32
2024-02-20,4930724.32
2024-02-21,4930724.32
2024-02-22,4930724.32
2024-02-23,4930724.32
2024-02-26,4930724.32
2024-02-27,4930724.32
2024-02-29,4930724.32
2024-03-01,4930724.32
2024-03-04,4930724.32
2024-03-05,4930724.32
2024-03-06,4930724.32
2024-03-07,4930724.32
2024-03-08,4930724.32
2024-03-11,4930724.32
2024-03-12,4930724.32
2024-03-13,4930724.32
2024-03-14,4930724.32
2024-03-15,4930724.32
2024-03-18,4930724.32
2024-03-19,4930724.32
2024-03-20,4930724.32
2024-03-21,4930724.32
2024-03-22,4930724.32
2024-03-25,4930724.32
2024-03-26,4930724.32
2024-03-27,4930724.32
2024-03-28,4930724.32
2024-03-29,4930724.32
2024-04-01,4930724.32
2024-04-02,4930724.32
2024-04-03,4930724.32
2024-04-08,4930724.32
2024-04-09,4930724.32
2024-04-10,4930724.32
2024-04-11,4930724.32
2024-04-12,4930724.32
2024-04-15,4930724.32
2024-04-16,4934964.796
2024-04-17,4934964.796
2024-04-18,4934964.796
2024-04-19,4932492.111
2024-04-22,4937992.111
2024-04-23,4899742.111
2024-04-24,4879518.326
2024-04-25,4879518.326
2024-04-26,4879518.326
2024-04-29,4879518.326
2024-04-30,4879518.326
2024-05-02,4879518.326
2024-05-03,4879518.326
2024-05-06,4879518.326
2024-05-07,4879518.326
2024-05-08,4879518.326
2024-05-09,4879518.326
2024-05-10,4879518.326
2024-05-13,4879518.326
2024-05-14,4879518.326
2024-05-15,4879518.326
2024-05-16,4879518.326
2024-05-17,4879518.326
2024-05-20,4879518.326
2024-05-21,4879518.326
2024-05-22,4879518.326
2024-05-23,4879518.326
2024-05-24,4879518.326
2024-05-27,4879518.326
2024-05-28,4879518.326
2024-05-29,4879518.326
2024-05-30,4879518.326
2024-05-31,4879518.326
2024-06-03,4802146.498
2024-06-04,4802146.498
2024-06-05,4766575.874
2024-06-06,4766575.874
2024-06-07,4766575.874
2024-06-11,4766575.874
2024-06-12,4766575.874
2024-06-13,4766575.874
2024-06-14,4766575.874
2024-06-17,4766575.874
2024-06-18,4766575.874
2024-06-19,4766575.874
2024-06-20,4766575.874
2024-06-21,4766575.874
2024-06-24,4766575.874
2024-06-25,4766575.874
2024-06-26,4766575.874
2024-06-27,4766575.874
2024-06-28,4766575.874
2024-07-01,4766575.874
2024-07-02,4766575.874
2024-07-03,4766575.874
2024-07-04,4766575.874
