period,return,ending_equity
2024-01,-0.0067019029999999535,4966490.485
2024-02,0.03752709595697534,5152868.45
2024-03,0.03232688969577713,5319444.66
2024-04,-0.0036789752034003254,5299874.555
2024-05,-0.0030437003428280818,5283743.325
2024-06,-0.02722228222545242,5139907.773
2024-07,0.022590912741655478,5256022.981
2024-08,0.01905005825924877,5356150.525
2024-09,0.04780212706960829,5612185.913
2024-10,-0.0011266846996912383,5605862.749
2024-11,-0.010932114956066608,5544578.813
2024-12,-0.02981348260618566,5379275.608999999
2025-01,0.024142194867784905,5509143.129
2025-02,-0.10053083810522279,4955304.353
2025-03,0.06415955456046207,5273234.472999999
2025-04,-0.011802926708205153,5210994.873
2025-05,0.02044925922919827,5317555.858
2025-06,0.02208137613135719,5434974.808999999
2025-07,0.01982236528890602,5542708.865
2025-08,0.005642225987635419,5573982.081
2025-09,0.05077119371528882,5856979.805
2025-10,0.021666249880470723,5983878.593
2025-11,0.010605836835366533,6047342.633
2025-12,-0.007903910014817384,5999544.981
2026-01,0.09206301240330683,6551881.165
2026-02,-0.0023670291950418365,6536372.671
2026-03,-0.06567218664022834,6107114.785
2026-04,0.026869226595026108,6271208.236
2026-05,0.07518317447878808,6742697.579
2026-06,-0.05432666461875135,6376389.309
2026-07,-0.03074099376638295,6180372.765000001
2026-08,-0.0113625427899251,6110148.015000001
2026-09,0.011414208596712605,6179890.519
