period,return,ending_equity
2021-01,0.06616067160000005,5330803.358
2021-02,-0.028498350022987173,5178884.258
2021-03,-0.00792180476646609,5137858.148
2021-04,0.055544919649268554,5423240.066
2021-05,0.021781540290014556,5541366.5879999995
2021-06,0.01942908058693482,5649030.245999999
2021-07,0.007658750283844773,5692294.757999999
2021-08,0.025197977282960693,5835729.072
2021-09,-0.01295809402167536,5760109.146
2021-10,-0.005328378373057885,5729417.105
2021-11,0.006586600924388453,5767154.489
2021-12,-0.01273466145914437,5693711.729
2022-01,0.013478307236583387,5770453.325
2022-02,-0.013823783246700194,5690683.829
2022-03,0.035222347967840406,5891123.075
2022-04,0.025753598264453004,6042840.692
2022-05,0.013379041599927088,6123688.109
2022-06,-0.023571496691325078,5979343.615
2022-07,0.02734830401614241,6142868.522
2022-08,-0.0021626951565740793,6129583.369999999
2022-09,0.07912072758054367,6614560.466
2022-10,-0.035112080718561756,6382309.485
2022-11,0.10373287734729786,7044364.812000001
2022-12,0.006137553371220905,7087599.977000001
2023-01,0.014218270970006941,7188373.394000001
2023-02,-0.01882600910978771,7053045.011000002
2023-03,0.0019886253353162964,7067070.875000002
2023-04,-0.012111297808372501,6981479.4750000015
2023-05,0.015684843218707556,7090982.886000001
2023-06,0.03061091466298027,7308044.358000001
2023-07,-0.025510711055812596,7121610.950000001
2023-08,-0.008471029437517985,7061283.574000001
2023-09,-0.03426981815190289,6819294.670000002
2023-10,-0.007249695223978336,6769856.862000002
2023-11,0.009539580277170057,6834438.455000001
2023-12,0.003259721796704529,6856716.823000001
