entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations
2017-07-03T16:00:00.000000000,2017-07-04T10:45:00.000000000,1,9,10297.0,10273.0,-11435.13,635.1300000000001,900.0,signal_exit,73
2017-07-05T16:00:00.000000000,2017-07-06T10:45:00.000000000,1,9,10312.0,10249.0,-28985.049000000003,635.049,900.0,signal_exit,71
2017-07-11T10:45:00.000000000,2017-07-18T13:35:00.000000000,1,9,10333.0,10462.0,57412.844999999994,637.155,900.0,roll_blackout,460
2017-07-20T09:45:00.000000000,2017-07-21T23:00:00.000000000,1,9,10398.0,10288.0,-50136.174,636.174,900.0,signal_exit,112
2017-07-24T10:45:00.000000000,2017-07-28T11:45:00.000000000,1,9,10344.0,10344.0,-636.192,636.192,900.0,signal_exit,380
2017-08-01T10:45:00.000000000,2017-08-10T10:45:00.000000000,1,9,10411.0,10345.0,-30336.804,636.8040000000001,900.0,signal_exit,597
2017-08-22T10:45:00.000000000,2017-09-07T12:45:00.000000000,1,9,10358.0,10500.0,63262.278,637.722,900.0,signal_exit,879
2017-09-08T11:45:00.000000000,2017-09-13T11:45:00.000000000,1,9,10549.0,10538.0,-5589.782999999999,639.7829999999999,900.0,signal_exit,217
2017-09-15T15:00:00.000000000,2017-09-19T13:35:00.000000000,1,9,10567.0,10577.0,3859.704,640.296,900.0,roll_blackout,213
2017-09-21T11:45:00.000000000,2017-09-22T10:45:00.000000000,1,9,10576.0,10452.0,-56439.252,639.252,900.0,signal_exit,112
2017-09-26T00:00:00.000000000,2017-10-02T09:45:00.000000000,-1,9,10283.0,10429.0,-66336.40800000001,636.408,900.0,signal_exit,313
2017-10-11T10:45:00.000000000,2017-10-17T13:35:00.000000000,1,9,10631.0,10721.0,39857.832,642.168,900.0,roll_blackout,497
2017-10-19T09:45:00.000000000,2017-10-26T00:00:00.000000000,1,9,10777.0,10703.0,-33943.32,643.3199999999999,900.0,signal_exit,356
2017-10-26T11:45:00.000000000,2017-10-27T15:00:00.000000000,1,9,10739.0,10711.0,-13243.05,643.0500000000001,900.0,signal_exit,91
2017-10-30T09:45:00.000000000,2017-11-09T15:00:00.000000000,1,9,10752.0,10732.0,-9643.356,643.356,900.0,signal_exit,777
2017-11-17T17:00:00.000000000,2017-11-20T15:00:00.000000000,1,9,10717.0,10661.0,-25842.402,642.402,900.0,signal_exit,59
