entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations,entry_nav
2023-12-29T15:00:00.000000000,2024-01-02T11:45:00.000000000,1,1,17872.0,17766.0,-5385.638000000001,85.638,100.0,signal_exit,13,5000000.0
2024-01-02T16:00:00.000000000,2024-01-02T19:00:00.000000000,1,1,17803.0,17780.0,-1235.583,85.583,100.0,signal_exit,0,4994614.362
2024-01-04T02:00:00.000000000,2024-01-06T01:00:00.000000000,-1,1,17570.0,17571.0,-135.14100000000002,85.14099999999999,100.0,signal_exit,0,4993378.779
2024-01-08T08:45:00.000000000,2024-01-08T10:45:00.000000000,-1,1,17571.0,17607.0,-1885.178,85.178,100.0,signal_exit,0,4993243.638
2024-01-09T15:00:00.000000000,2024-01-11T12:45:00.000000000,-1,1,17543.0,17588.0,-2335.1310000000003,85.131,100.0,signal_exit,0,4991358.46
2024-01-11T23:00:00.000000000,2024-01-12T11:45:00.000000000,-1,1,17503.0,17545.0,-2185.048,85.048,100.0,signal_exit,0,4989023.329
2024-01-12T15:00:00.000000000,2024-01-15T10:45:00.000000000,-1,1,17486.0,17597.0,-5635.0830000000005,85.083,100.0,signal_exit,0,4986838.2809999995
2024-01-16T10:45:00.000000000,2024-01-16T13:35:00.000000000,-1,1,17389.0,17348.0,1965.263,84.73700000000001,100.0,roll_blackout,0,4981203.198
2024-01-18T08:45:00.000000000,2024-01-18T19:00:00.000000000,-1,1,17239.0,17407.0,-8484.646,84.646,100.0,signal_exit,0,4983168.461
2024-01-19T12:45:00.000000000,2024-01-30T17:00:00.000000000,1,1,17672.0,18046.0,18614.282,85.718,100.0,signal_exit,0,4974683.815
2024-02-02T03:00:00.000000000,2024-02-20T13:35:00.000000000,1,1,18032.0,18746.0,35613.221999999994,86.77799999999999,100.0,roll_blackout,0,4993298.097
2024-02-22T10:45:00.000000000,2024-02-27T11:45:00.000000000,1,1,18797.0,18832.0,1662.371,87.62899999999999,100.0,signal_exit,0,5028911.319
2024-02-29T15:00:00.000000000,2024-03-11T11:45:00.000000000,1,1,18962.0,19739.0,38761.299,88.701,100.0,signal_exit,0,5030573.69
2024-03-12T10:45:00.000000000,2024-03-14T23:00:00.000000000,1,1,19848.0,19877.0,1360.275,89.725,100.0,signal_exit,0,5069334.989
2024-03-18T19:00:00.000000000,2024-03-19T13:35:00.000000000,1,1,19936.0,19864.0,-3689.8,89.8,100.0,roll_blackout,0,5070695.264
2024-03-21T10:45:00.000000000,2024-03-26T12:45:00.000000000,1,1,20180.0,20187.0,259.633,90.367,100.0,signal_exit,0,5067005.464000001
2024-03-27T12:45:00.000000000,2024-03-28T00:00:00.000000000,1,1,20274.0,20199.0,-3840.472999999999,90.473,100.0,signal_exit,0,5067265.097000001
2024-03-28T08:45:00.000000000,2024-03-28T12:45:00.000000000,1,1,20239.0,20212.0,-1440.451,90.451,100.0,signal_exit,0,5063424.624000001
2024-03-29T00:00:00.000000000,2024-04-03T10:45:00.000000000,1,1,20241.0,20358.0,5759.401,90.599,100.0,signal_exit,0,5061984.173
2024-04-03T12:45:00.000000000,2024-04-03T16:00:00.000000000,1,1,20380.0,20357.0,-1240.737,90.737,100.0,signal_exit,0,5067743.574
2024-04-04T00:00:00.000000000,2024-04-11T18:00:00.000000000,1,1,20461.0,20699.0,11808.84,91.16,100.0,signal_exit,0,5066502.837
2024-04-12T08:45:00.000000000,2024-04-12T16:00:00.000000000,1,1,20746.0,20746.0,-91.492,91.492,100.0,signal_exit,0,5078311.677
