period,return,ending_equity
2017-07,-0.01119697740000003,4944015.113
2017-08,-0.004625763772417524,4921145.267
2017-09,0.010660714763248924,4973608.193
2017-10,0.0,4973608.193
2017-11,0.0012279996258242054,4979715.782
2017-12,-0.002282734496833916,4968348.413
2018-01,0.0,4968348.413
2018-02,0.0538523573145393,5235905.687
2018-03,-0.0302410792832144,5077566.248
2018-04,-0.009292937540418267,5030380.742
2018-05,-0.0012649088262590702,5024017.769
2018-06,-0.0017018484792704625,5015467.652
2018-07,-0.008471874598384832,4972977.239
2018-08,-0.002973437699259174,4958190.401
2018-09,0.006586294869477705,4990846.505
2018-10,0.08395422170972999,5409849.139
2018-11,-0.014007670649020754,5334069.754
2018-12,0.008581776787915718,5379845.55
2019-01,-3.902249572940164e-05,5379635.615
2019-02,0.0,5379635.615
2019-03,0.0,5379635.615
2019-04,0.0,5379635.615
2019-05,0.011085400995137773,5439271.033
2019-06,0.0,5439271.033
2019-07,-0.00420220280646566,5416414.113
2019-08,0.0051740098551065206,5444438.693
2019-09,0.0,5444438.693
2019-10,0.0,5444438.693
2019-11,0.0,5444438.693
2019-12,-0.006898182185114288,5406881.963
2020-01,0.00822219632391108,5451338.408
2020-02,0.023735711914364854,5580729.806
2020-03,0.08095869262730626,6032538.3950000005
2020-04,0.0,6032538.3950000005
2020-05,-0.026518538221421584,5872564.295
2020-06,0.0,5872564.295
2020-07,0.0,5872564.295
2020-08,-0.02938629282389138,5699991.401000001
2020-09,0.0019345450237109318,5711018.291
2020-10,0.023200421579598673,5843516.323
2020-11,-0.011414469698230678,5776815.683
2020-12,0.0,5776815.683
