entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations,raw_entry,raw_exit,mfe_points,mae_points,holding_calendar_days,holding_observation_minutes,mfe_mae_exit_bar_included
2017-07-03T16:00:00.000000000,10297.0,1,9,5000000.0,1.0,2017-07-04T10:45:00.000000000,10273.0,signal_exit,-11435.130000000001,635.1300000000001,900.0,73,10296.0,10274.0,23.0,43.0,0.78125,784,False
2017-07-05T16:00:00.000000000,10312.0,1,9,4988564.869999999,1.0,2017-07-06T10:45:00.000000000,10249.0,signal_exit,-28985.049000000003,635.049,900.0,71,10311.0,10250.0,18.0,74.0,0.78125,809,False
2017-07-11T10:45:00.000000000,10333.0,1,9,4959579.820999999,1.0,2017-07-18T13:35:00.000000000,10462.0,roll_blackout,57412.844999999994,637.155,900.0,460,10332.0,10463.0,148.0,17.0,7.118055555555555,5190,False
2017-07-20T09:45:00.000000000,10398.0,1,9,5016992.665999998,1.0,2017-07-21T23:00:00.000000000,10288.0,signal_exit,-50136.174,636.174,900.0,112,10397.0,10289.0,1.0,110.0,1.5520833333333333,1705,False
2017-07-24T10:45:00.000000000,10344.0,1,9,4966856.491999998,1.0,2017-07-28T11:45:00.000000000,10344.0,signal_exit,-636.192,636.192,900.0,380,10343.0,10345.0,123.0,23.0,4.041666666666667,4079,False
2017-08-01T10:45:00.000000000,10411.0,1,9,4966220.299999998,1.0,2017-08-10T10:45:00.000000000,10345.0,signal_exit,-30336.804,636.8040000000001,900.0,597,10410.0,10346.0,157.0,1002.0,9.0,7122,False
2017-08-22T10:45:00.000000000,10358.0,1,9,4935883.4959999975,1.0,2017-09-07T12:45:00.000000000,10500.0,signal_exit,63262.278,637.722,900.0,879,10357.0,10501.0,241.0,17.0,16.083333333333332,12579,False
2017-09-08T11:45:00.000000000,10549.0,1,9,4999145.773999997,1.0,2017-09-13T11:45:00.000000000,10538.0,signal_exit,-5589.782999999999,639.7829999999999,900.0,217,10548.0,10539.0,87.0,38.0,5.0,3112,False
2017-09-15T15:00:00.000000000,10567.0,1,9,4993555.990999998,1.0,2017-09-19T13:35:00.000000000,10577.0,roll_blackout,3859.7039999999997,640.296,900.0,213,10566.0,10578.0,92.0,3.0,3.9409722222222223,1961,False
2017-09-21T11:45:00.000000000,10576.0,1,9,4997415.6949999975,1.0,2017-09-22T10:45:00.000000000,10452.0,signal_exit,-56439.252,639.252,900.0,112,10575.0,10453.0,8.0,137.0,0.9583333333333334,908,False
2017-10-11T10:45:00.000000000,10631.0,1,9,4940976.442999997,1.0,2017-10-17T13:35:00.000000000,10721.0,roll_blackout,39857.832,642.168,900.0,497,10630.0,10722.0,151.0,65.0,6.118055555555555,3919,False
2017-10-19T09:45:00.000000000,10777.0,1,9,4980834.274999998,1.0,2017-10-26T00:00:00.000000000,10703.0,signal_exit,-33943.32,643.3199999999999,900.0,356,10776.0,10704.0,24.0,92.0,6.59375,4849,False
2017-10-26T11:45:00.000000000,10739.0,1,9,4946890.954999998,1.0,2017-10-27T15:00:00.000000000,10711.0,signal_exit,-13243.05,643.0500000000001,900.0,91,10738.0,10712.0,54.0,54.0,1.1354166666666667,1135,False
2017-10-30T09:45:00.000000000,10752.0,1,9,4933647.904999998,1.0,2017-11-09T15:00:00.000000000,10732.0,signal_exit,-9643.356,643.356,900.0,777,10751.0,10733.0,81.0,45.0,10.21875,8212,False
2017-11-17T17:00:00.000000000,10717.0,1,9,4924004.548999998,1.0,2017-11-20T15:00:00.000000000,10661.0,signal_exit,-25842.402000000002,642.402,900.0,59,10716.0,10662.0,10.0,62.0,2.9166666666666665,939,False
2017-11-21T11:45:00.000000000,10758.0,1,9,4898162.146999998,1.0,2017-11-28T10:45:00.000000000,10725.0,signal_exit,-15493.347,643.347,900.0,356,10757.0,10726.0,120.0,54.0,6.958333333333333,5075,False
2018-01-04T12:45:00.000000000,10807.0,1,9,4882668.799999998,1.0,2018-01-16T13:35:00.000000000,10982.0,roll_blackout,78103.89899999999,646.101,900.0,720,10806.0,10983.0,179.0,41.0,12.034722222222221,8106,False
2018-01-18T08:45:00.000000000,11064.0,1,8,4960772.698999997,1.0,2018-01-25T03:00:00.000000000,11119.0,signal_exit,21422.536,577.4639999999999,800.0,181,11063.0,11120.0,190.0,27.0,6.760416666666667,5368,False
2018-01-25T10:45:00.000000000,11158.0,1,8,4982195.234999998,1.0,2018-01-26T10:45:00.000000000,11129.0,signal_exit,-12178.295999999998,578.296,800.0,28,11157.0,11130.0,56.0,78.0,1.0,1109,False
