entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations,raw_entry,raw_exit,mfe_points,mae_points,holding_calendar_days,holding_observation_minutes,mfe_mae_exit_bar_included
2020-12-31T15:00:00.000000000,2021-01-15T20:00:00.000000000,1,6,14678.0,15704.0,307317.708,482.292,600.0,signal_exit,86,14677.0,15705.0,1384.0,47.0,15.208333333333334,11605,False
2021-01-19T10:45:00.000000000,2021-01-19T13:35:00.000000000,1,6,15797.0,15892.0,28009.866,490.134,600.0,roll_blackout,0,15796.0,15893.0,150.0,13.0,0.11805555555555555,170,False
2021-01-21T08:45:00.000000000,2021-01-22T17:00:00.000000000,1,6,15804.0,15881.0,22609.89,490.11,600.0,signal_exit,11,15803.0,15882.0,380.0,34.0,1.34375,1548,False
2021-01-25T08:45:00.000000000,2021-01-25T10:45:00.000000000,1,6,15957.0,15900.0,-17591.142,491.14200000000005,600.0,signal_exit,0,15956.0,15901.0,48.0,237.0,0.08333333333333333,120,False
2021-01-27T22:00:00.000000000,2021-02-01T18:00:00.000000000,-1,6,15526.0,15403.0,36414.426,485.574,600.0,signal_exit,0,15527.0,15402.0,490.0,58.0,4.833333333333333,3180,False
2021-02-18T08:45:00.000000000,2021-02-22T17:00:00.000000000,1,6,16375.0,16290.0,-25995.99,495.99,600.0,signal_exit,8,16374.0,16291.0,190.0,244.0,4.34375,2692,False
2021-02-23T02:00:00.000000000,2021-02-23T09:45:00.000000000,1,6,16348.0,16323.0,-7996.026,496.0259999999999,600.0,signal_exit,4,16347.0,16324.0,45.0,165.0,0.3229166666666667,236,False
2021-02-23T15:00:00.000000000,2021-02-23T19:00:00.000000000,1,6,16417.0,16310.0,-32596.362,496.362,600.0,signal_exit,0,16416.0,16311.0,7.0,133.0,0.16666666666666666,240,False
2021-02-25T09:45:00.000000000,2021-02-26T02:00:00.000000000,1,6,16352.0,16198.0,-46695.3,495.3,600.0,signal_exit,0,16351.0,16199.0,47.0,164.0,0.6770833333333334,900,False
2021-03-04T22:00:00.000000000,2021-03-09T19:00:00.000000000,-1,6,15952.0,15866.0,25309.092,490.908,600.0,signal_exit,0,15953.0,15865.0,383.0,142.0,4.875,3240,False
2021-03-12T02:00:00.000000000,2021-03-16T13:35:00.000000000,1,6,16246.0,16306.0,17504.688000000002,495.312,600.0,roll_blackout,15,16245.0,16307.0,103.0,152.0,4.482638888888889,2735,False
2021-03-18T10:45:00.000000000,2021-03-18T17:00:00.000000000,1,6,16358.0,16191.0,-50595.294,495.294,600.0,signal_exit,0,16357.0,16192.0,3.0,179.0,0.2604166666666667,300,False
2021-03-22T23:00:00.000000000,2021-03-24T04:00:00.000000000,1,6,16196.0,16046.0,-45493.452,493.452,600.0,signal_exit,7,16195.0,16047.0,82.0,170.0,1.2083333333333333,1433,False
2021-03-25T08:45:00.000000000,2021-03-26T08:45:00.000000000,-1,6,15889.0,16096.0,-62591.91,491.91,600.0,signal_exit,7,15890.0,16095.0,20.0,205.0,1.0,1133,False
2021-03-26T11:45:00.000000000,2021-03-31T15:00:00.000000000,1,6,16257.0,16412.0,46003.986,496.01400000000007,600.0,signal_exit,20,16256.0,16413.0,311.0,24.0,5.135416666666667,3518,False
2021-03-31T23:00:00.000000000,2021-04-12T15:00:00.000000000,1,6,16506.0,16844.0,100899.9,500.1,600.0,signal_exit,107,16505.0,16845.0,472.0,53.0,11.666666666666666,6242,False
2021-04-12T21:00:00.000000000,2021-04-12T23:00:00.000000000,1,6,16870.0,16844.0,-8302.284,502.2840000000001,600.0,signal_exit,0,16869.0,16845.0,7.0,41.0,0.08333333333333333,120,False
2021-04-13T09:45:00.000000000,2021-04-13T16:00:00.000000000,1,6,16992.0,16821.0,-51802.878,502.878,600.0,signal_exit,0,16991.0,16822.0,55.0,211.0,0.2604166666666667,300,False
2021-04-14T16:00:00.000000000,2021-04-15T04:00:00.000000000,1,6,16887.0,16842.0,-14002.374,502.374,600.0,signal_exit,10,16886.0,16843.0,35.0,60.0,0.5,709,False
2021-04-15T10:45:00.000000000,2021-04-20T13:35:00.000000000,1,6,16923.0,17320.0,118594.542,505.458,600.0,roll_blackout,48,16922.0,17321.0,401.0,25.0,5.118055555555555,3535,False
2021-04-22T08:45:00.000000000,2021-04-22T15:00:00.000000000,1,6,17259.0,17095.0,-49706.124,506.124,600.0,signal_exit,0,17258.0,17096.0,111.0,205.0,0.2604166666666667,300,False
2021-04-23T11:45:00.000000000,2021-05-03T10:45:00.000000000,1,6,17200.0,17321.0,35792.874,507.126,600.0,signal_exit,76,17199.0,17322.0,503.0,52.0,9.958333333333334,5554,False
2021-05-04T10:45:00.000000000,2021-05-06T10:45:00.000000000,-1,6,16711.0,17026.0,-95002.422,502.422,600.0,signal_exit,10,16712.0,17025.0,50.0,369.0,2.0,2270,False
2021-05-06T12:45:00.000000000,2021-05-06T17:00:00.000000000,-1,6,16880.0,16980.0,-30503.16,503.1600000000001,600.0,signal_exit,0,16881.0,16979.0,50.0,126.0,0.17708333333333334,180,False
2021-05-11T03:00:00.000000000,2021-05-14T21:00:00.000000000,-1,6,17068.0,15853.0,364002.474,497.5259999999999,600.0,signal_exit,2,17069.0,15852.0,2042.0,12.0,3.75,4198,False
2021-05-17T10:45:00.000000000,2021-05-18T10:45:00.000000000,-1,7,15441.0,16001.0,-196570.094,570.094,700.0,signal_exit,1,15442.0,16000.0,324.0,567.0,1.0,1139,False
2021-05-26T01:00:00.000000000,2021-05-27T10:45:00.000000000,1,6,16535.0,16401.0,-40697.616,497.616,600.0,signal_exit,5,16534.0,16402.0,139.0,315.0,1.40625,1495,False
2021-05-27T20:00:00.000000000,2021-06-03T21:00:00.000000000,1,6,16584.0,17122.0,160897.76400000002,502.236,600.0,signal_exit,54,16583.0,17123.0,730.0,1.0,7.041666666666667,5693,False
2021-06-04T00:00:00.000000000,2021-06-04T04:00:00.000000000,1,6,17166.0,17129.0,-11605.77,505.77,600.0,signal_exit,0,17165.0,17130.0,3.0,55.0,0.16666666666666666,240,False
2021-06-04T23:00:00.000000000,2021-06-07T10:45:00.000000000,1,6,17183.0,16988.0,-59005.026,505.026,600.0,signal_exit,0,17182.0,16989.0,78.0,463.0,2.4895833333333335,480,False
2021-06-07T17:00:00.000000000,2021-06-08T01:00:00.000000000,1,6,17175.0,17131.0,-13705.836,505.836,600.0,signal_exit,2,17174.0,17132.0,26.0,79.0,0.3333333333333333,478,False
2021-06-08T04:00:00.000000000,2021-06-08T10:45:00.000000000,1,6,17173.0,17062.0,-33805.41,505.41,600.0,signal_exit,2,17172.0,17063.0,26.0,139.0,0.28125,178,False
2021-06-10T20:00:00.000000000,2021-06-15T13:35:00.000000000,1,6,17141.0,17390.0,74192.814,507.186,600.0,roll_blackout,23,17140.0,17391.0,258.0,20.0,4.732638888888889,1943,False
2021-06-17T15:00:00.000000000,2021-06-18T16:00:00.000000000,1,6,17276.0,17208.0,-20906.904,506.904,600.0,signal_exit,7,17275.0,17209.0,57.0,95.0,1.0416666666666667,1193,False
2021-06-22T11:45:00.000000000,2021-06-23T09:45:00.000000000,-1,6,17036.0,17228.0,-58105.584,505.584,600.0,signal_exit,2,17037.0,17227.0,108.0,194.0,0.9166666666666666,1018,False
2021-06-23T10:45:00.000000000,2021-07-02T01:00:00.000000000,1,6,17247.0,17585.0,100891.008,508.992,600.0,signal_exit,78,17246.0,17586.0,528.0,43.0,8.59375,7534,False
2021-07-02T08:45:00.000000000,2021-07-07T15:00:00.000000000,1,6,17652.0,17842.0,56487.036,512.964,600.0,signal_exit,68,17651.0,17843.0,323.0,63.0,5.260416666666667,3640,False
2021-07-07T17:00:00.000000000,2021-07-08T00:00:00.000000000,1,6,17874.0,17860.0,-4714.4039999999995,514.404,600.0,signal_exit,1,17873.0,17861.0,44.0,53.0,0.2916666666666667,419,False
2021-07-10T01:00:00.000000000,2021-07-16T00:00:00.000000000,1,6,17798.0,17884.0,25285.908,514.092,600.0,signal_exit,50,17797.0,17885.0,249.0,49.0,5.958333333333333,4447,False
2021-07-16T16:00:00.000000000,2021-07-17T00:00:00.000000000,1,6,17924.0,17886.0,-11914.86,514.8600000000001,600.0,signal_exit,5,17923.0,17887.0,28.0,58.0,0.3333333333333333,473,False
2021-07-19T22:00:00.000000000,2021-07-20T13:35:00.000000000,-1,6,17617.0,17542.0,21989.046,510.95400000000006,600.0,roll_blackout,0,17618.0,17541.0,140.0,98.0,0.6493055555555556,710,False
2021-07-22T08:45:00.000000000,2021-07-22T19:00:00.000000000,-1,6,17440.0,17437.0,390.73800000000006,509.26199999999994,600.0,signal_exit,0,17441.0,17436.0,94.0,84.0,0.4270833333333333,540,False
2021-07-22T22:00:00.000000000,2021-07-23T03:00:00.000000000,-1,6,17412.0,17430.0,-5909.052,509.052,600.0,signal_exit,1,17413.0,17429.0,60.0,20.0,0.20833333333333334,299,False
2021-07-26T11:45:00.000000000,2021-07-29T11:45:00.000000000,-1,6,17279.0,17210.0,20193.066000000003,506.934,600.0,signal_exit,9,17280.0,17209.0,547.0,68.0,3.0,3410,False
