entry_time,exit_time,side,contracts,entry,exit,net_ntd,fees_ntd,slippage_ntd,reason,gap_observations
2017-07-03T16:00:00.000000000,2017-07-04T10:45:00.000000000,1,9,10299.0,10271.0,-13235.13,635.13,2700.0,signal_exit,73
2017-07-05T16:00:00.000000000,2017-07-06T10:45:00.000000000,1,9,10314.0,10247.0,-30785.049000000003,635.049,2700.0,signal_exit,71
2017-07-11T10:45:00.000000000,2017-07-18T13:35:00.000000000,1,9,10335.0,10460.0,55612.845,637.155,2700.0,roll_blackout,460
2017-07-20T09:45:00.000000000,2017-07-21T23:00:00.000000000,1,9,10400.0,10286.0,-51936.174,636.174,2700.0,signal_exit,112
2017-07-24T10:45:00.000000000,2017-07-28T11:45:00.000000000,1,9,10346.0,10342.0,-2436.192,636.192,2700.0,signal_exit,380
2017-08-01T10:45:00.000000000,2017-08-10T10:45:00.000000000,1,9,10413.0,10343.0,-32136.804,636.8040000000001,2700.0,signal_exit,597
2017-08-22T10:45:00.000000000,2017-09-07T12:45:00.000000000,1,9,10360.0,10498.0,61462.278,637.722,2700.0,signal_exit,879
2017-09-08T11:45:00.000000000,2017-09-13T11:45:00.000000000,1,9,10551.0,10536.0,-7389.782999999999,639.783,2700.0,signal_exit,217
2017-09-15T15:00:00.000000000,2017-09-19T13:35:00.000000000,1,9,10569.0,10575.0,2059.7039999999997,640.296,2700.0,roll_blackout,213
2017-09-21T11:45:00.000000000,2017-09-22T10:45:00.000000000,1,9,10578.0,10450.0,-58239.252,639.252,2700.0,signal_exit,112
2017-09-26T00:00:00.000000000,2017-10-02T09:45:00.000000000,-1,9,10281.0,10431.0,-68136.408,636.4079999999999,2700.0,signal_exit,313
2017-10-11T10:45:00.000000000,2017-10-17T13:35:00.000000000,1,9,10633.0,10719.0,38057.832,642.168,2700.0,roll_blackout,497
2017-10-19T09:45:00.000000000,2017-10-26T00:00:00.000000000,1,9,10779.0,10701.0,-35743.32,643.32,2700.0,signal_exit,356
2017-10-26T11:45:00.000000000,2017-10-27T15:00:00.000000000,1,9,10741.0,10709.0,-15043.05,643.05,2700.0,signal_exit,91
2017-10-30T09:45:00.000000000,2017-11-09T15:00:00.000000000,1,9,10754.0,10730.0,-11443.356,643.3560000000001,2700.0,signal_exit,777
2017-11-17T17:00:00.000000000,2017-11-20T15:00:00.000000000,1,9,10719.0,10659.0,-27642.402,642.402,2700.0,signal_exit,59
2017-11-21T11:45:00.000000000,2017-11-28T10:45:00.000000000,1,8,10760.0,10723.0,-15371.864,571.864,2400.0,signal_exit,356
2017-11-30T01:00:00.000000000,2017-12-11T11:45:00.000000000,-1,8,10644.0,10495.0,59030.888,569.1120000000001,2400.0,signal_exit,237
2017-12-12T10:45:00.000000000,2017-12-13T11:45:00.000000000,-1,9,10440.0,10455.0,-7388.055,638.055,2700.0,signal_exit,75
2017-12-26T10:45:00.000000000,2017-12-28T10:45:00.000000000,-1,9,10439.0,10562.0,-55989.009,639.009,2700.0,signal_exit,176
2018-01-04T12:45:00.000000000,2018-01-16T13:35:00.000000000,1,8,10809.0,10980.0,67825.68800000001,574.312,2400.0,roll_blackout,720
2018-01-18T08:45:00.000000000,2018-01-25T03:00:00.000000000,1,8,11066.0,11117.0,19822.536,577.464,2400.0,signal_exit,181
2018-01-25T10:45:00.000000000,2018-01-26T10:45:00.000000000,1,8,11160.0,11127.0,-13778.296,578.296,2400.0,signal_exit,28
2018-01-29T10:45:00.000000000,2018-01-30T12:45:00.000000000,1,8,11191.0,11098.0,-37778.312,578.312,2400.0,signal_exit,57
2018-02-01T10:45:00.000000000,2018-02-02T10:45:00.000000000,1,8,11183.0,11095.0,-35778.224,578.2239999999999,2400.0,signal_exit,23
2018-02-06T09:45:00.000000000,2018-02-12T13:35:00.000000000,-1,9,10565.0,10411.0,68661.216,638.784,2700.0,roll_blackout,2
2018-03-06T12:45:00.000000000,2018-03-16T10:45:00.000000000,1,9,10767.0,10939.0,76754.646,645.354,2700.0,signal_exit,90
2018-03-22T09:45:00.000000000,2018-03-22T17:00:00.000000000,1,8,11118.0,10954.0,-66176.576,576.576,2400.0,signal_exit,0
2018-03-29T00:00:00.000000000,2018-03-30T00:00:00.000000000,-1,9,10796.0,10913.0,-53295.380999999994,645.381,2700.0,signal_exit,7
2018-04-02T11:45:00.000000000,2018-04-09T08:45:00.000000000,-1,8,10869.0,10841.0,10626.320000000002,573.6800000000001,2400.0,signal_exit,21
2018-04-10T01:00:00.000000000,2018-04-12T18:00:00.000000000,1,8,10947.0,10913.0,-14174.88,574.88,2400.0,signal_exit,33
