entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations,sizing_mode
2020-12-31T15:00:00.000000000,14680.0,1,1,5000000.0,1.0,2021-01-19T13:35:00.000000000,15890.0,roll_blackout,60419.43,80.57,300.0,140,fixed_one
2021-01-21T15:00:00.000000000,16108.0,1,1,5060419.430000001,1.0,2021-02-05T13:35:00.000000000,15805.0,roll_blackout,-15231.913,81.91300000000001,300.0,56,fixed_one
2021-02-18T15:00:00.000000000,16353.0,1,1,5045187.517000001,1.0,2021-03-16T13:35:00.000000000,16304.0,roll_blackout,-2532.657,82.65700000000001,300.0,41,fixed_one
2021-03-18T15:00:00.000000000,16261.0,1,1,5042654.860000001,1.0,2021-04-20T13:35:00.000000000,17318.0,roll_blackout,52766.421,83.57900000000001,300.0,246,fixed_one
2021-04-22T15:00:00.000000000,17099.0,1,1,5095421.281000001,1.0,2021-05-13T15:00:00.000000000,15585.0,signal_exit,-75782.68400000001,82.684,300.0,99,fixed_one
2021-05-26T15:00:00.000000000,16617.0,1,1,5019638.597000001,1.0,2021-06-15T13:35:00.000000000,17388.0,roll_blackout,38465.995,84.00500000000001,300.0,95,fixed_one
2021-06-17T15:00:00.000000000,17278.0,1,1,5058104.592000001,1.0,2021-07-20T13:35:00.000000000,17538.0,roll_blackout,12915.184,84.816,300.0,235,fixed_one
2021-07-22T15:00:00.000000000,17424.0,1,1,5071019.7760000015,1.0,2021-08-13T15:00:00.000000000,16946.0,signal_exit,-23984.37,84.37,300.0,180,fixed_one
2021-08-30T15:00:00.000000000,17338.0,1,1,5047035.406000001,1.0,2021-09-14T13:35:00.000000000,17446.0,roll_blackout,5315.216,84.78399999999999,300.0,200,fixed_one
2021-09-16T15:00:00.000000000,17233.0,1,1,5052350.622,1.0,2021-09-23T15:00:00.000000000,17092.0,signal_exit,-7134.325,84.325,300.0,35,fixed_one
2021-09-27T15:00:00.000000000,17278.0,1,1,5045216.297,1.0,2021-09-29T15:00:00.000000000,16825.0,signal_exit,-22734.103,84.10300000000001,300.0,22,fixed_one
2021-10-27T15:00:00.000000000,17073.0,1,1,5022482.194,1.0,2021-11-16T13:35:00.000000000,17683.0,roll_blackout,30415.244,84.756,300.0,200,fixed_one
2021-11-18T15:00:00.000000000,17860.0,1,1,5052897.438,1.0,2021-12-14T13:35:00.000000000,17597.0,roll_blackout,-13235.457,85.457,300.0,194,fixed_one
2021-12-16T15:00:00.000000000,17816.0,1,1,5039661.981,1.0,2022-01-18T13:35:00.000000000,18362.0,roll_blackout,27213.822,86.178,300.0,390,fixed_one
2022-01-20T15:00:00.000000000,18251.0,1,1,5066875.803,1.0,2022-01-26T15:00:00.000000000,17624.0,signal_exit,-31435.875,85.875,300.0,6,fixed_one
2022-02-08T15:00:00.000000000,17970.0,1,1,5035439.928,1.0,2022-02-15T13:35:00.000000000,17951.0,roll_blackout,-1035.921,85.92099999999999,300.0,19,fixed_one
2022-02-17T15:00:00.000000000,18259.0,1,1,5034404.007,1.0,2022-02-25T15:00:00.000000000,17587.0,signal_exit,-33685.846,85.846,300.0,11,fixed_one
2023-02-21T15:00:00.000000000,15535.0,1,1,5000718.161,1.0,2023-03-14T13:35:00.000000000,15357.0,roll_blackout,-8980.892,80.892,300.0,45,fixed_one
2023-03-16T15:00:00.000000000,15200.0,1,1,4991737.269,1.0,2023-04-18T13:35:00.000000000,15887.0,roll_blackout,34268.913,81.087,300.0,171,fixed_one
2023-04-20T15:00:00.000000000,15761.0,1,1,5026006.182,1.0,2023-04-26T15:00:00.000000000,15372.0,signal_exit,-19531.132999999998,81.13300000000001,300.0,33,fixed_one
2023-05-02T15:00:00.000000000,15654.0,1,1,5006475.049,1.0,2023-05-12T15:00:00.000000000,15500.0,signal_exit,-7781.154,81.154,300.0,88,fixed_one
2023-05-18T15:00:00.000000000,16070.0,1,1,4998693.895,1.0,2023-06-20T13:35:00.000000000,17177.0,roll_blackout,55266.753,83.24700000000001,300.0,263,fixed_one
2023-06-26T15:00:00.000000000,16875.0,1,1,5053960.647999999,1.0,2023-07-18T13:35:00.000000000,17226.0,roll_blackout,17465.899,84.101,300.0,193,fixed_one
2023-07-20T15:00:00.000000000,17013.0,1,1,5071426.546999999,1.0,2023-08-11T15:00:00.000000000,16627.0,signal_exit,-19383.64,83.64000000000001,300.0,66,fixed_one
2023-09-15T15:00:00.000000000,16907.0,1,1,5052042.906999999,1.0,2023-09-19T13:35:00.000000000,16625.0,roll_blackout,-14183.532,83.532,300.0,23,fixed_one
2023-10-13T15:00:00.000000000,16778.0,1,1,5037859.374999999,1.0,2023-10-17T13:35:00.000000000,16643.0,roll_blackout,-6833.421,83.421,300.0,2,fixed_one
2023-11-07T15:00:00.000000000,16702.0,1,1,5031025.953999999,1.0,2023-11-14T13:35:00.000000000,16932.0,roll_blackout,11416.366,83.634,300.0,10,fixed_one
2023-11-16T15:00:00.000000000,17194.0,1,1,5042442.319999999,1.0,2023-12-19T13:35:00.000000000,17577.0,roll_blackout,19065.229,84.771,300.0,144,fixed_one
2023-12-21T15:00:00.000000000,17527.0,1,1,5061507.549,1.0,2023-12-29T13:44:00.000000000,17865.0,period_end,16814.608,85.392,300.0,120,fixed_one
