variant,window,direction,slippage_per_side,sizing,period,return,ending_equity
baseline,middle,short_only,3,notional_one,2021,0.0,5000000.0
baseline,middle,short_only,3,notional_one,2022,-0.012637500600000129,4936812.4969999995
baseline,middle,short_only,3,notional_one,2023,0.0,4936812.4969999995
baseline,middle,short_only,3,fixed_one,2021,0.0,5000000.0
baseline,middle,short_only,3,fixed_one,2022,0.0011224630000001845,5005612.315
baseline,middle,short_only,3,fixed_one,2023,0.0,5005612.315
baseline,recent_seen,joint,1,notional_one,2024,0.08408294560000007,5420414.728
baseline,recent_seen,joint,1,notional_one,2025,0.04957642163649578,5689139.494
baseline,recent_seen,joint,1,notional_one,2026,0.1617713010852746,6609478.992000001
baseline,recent_seen,joint,1,fixed_one,2024,0.016237341999999932,5081186.71
baseline,recent_seen,joint,1,fixed_one,2025,0.020480586906045817,5185252.396
baseline,recent_seen,joint,1,fixed_one,2026,0.06150248428524141,5504158.3
baseline,recent_seen,joint,3,notional_one,2024,0.08188294560000009,5409414.728
baseline,recent_seen,joint,3,notional_one,2025,0.0478101186550397,5668039.488
baseline,recent_seen,joint,3,notional_one,2026,0.16126202118653987,6582078.992000001
baseline,recent_seen,joint,3,fixed_one,2024,0.015757341999999896,5078786.71
baseline,recent_seen,joint,3,fixed_one,2025,0.01999802114154936,5180352.394
baseline,recent_seen,joint,3,fixed_one,2026,0.061116673523349485,5496958.3
baseline,recent_seen,long_only,1,notional_one,2024,0.08408294560000007,5420414.728
baseline,recent_seen,long_only,1,notional_one,2025,0.08121057854228453,5860609.744
baseline,recent_seen,long_only,1,notional_one,2026,0.19288757388381406,6991048.539
baseline,recent_seen,long_only,1,fixed_one,2024,0.016237341999999932,5081186.71
baseline,recent_seen,long_only,1,fixed_one,2025,0.0216580811296343,5191235.464
baseline,recent_seen,long_only,1,fixed_one,2026,0.06143160066838371,5510141.368
baseline,recent_seen,long_only,3,notional_one,2024,0.08188294560000009,5409414.728
baseline,recent_seen,long_only,3,notional_one,2025,0.07982286988737597,5841209.736
baseline,recent_seen,long_only,3,notional_one,2026,0.19232981758489642,6964648.539
baseline,recent_seen,long_only,3,fixed_one,2024,0.015757341999999896,5078786.71
baseline,recent_seen,long_only,3,fixed_one,2025,0.02125483076252288,5186735.462
baseline,recent_seen,long_only,3,fixed_one,2026,0.06104146014763523,5503341.368
baseline,recent_seen,short_only,1,notional_one,2024,0.0,5000000.0
baseline,recent_seen,short_only,1,notional_one,2025,-0.027614719400000043,4861926.403
baseline,recent_seen,short_only,1,notional_one,2026,0.0,4861926.403
baseline,recent_seen,short_only,1,fixed_one,2024,0.0,5000000.0
baseline,recent_seen,short_only,1,fixed_one,2025,-0.0011966136000000072,4994016.932
baseline,recent_seen,short_only,1,fixed_one,2026,0.0,4994016.932
baseline,recent_seen,short_only,3,notional_one,2024,0.0,5000000.0
baseline,recent_seen,short_only,3,notional_one,2025,-0.02797471939999996,4860126.403
baseline,recent_seen,short_only,3,notional_one,2026,0.0,4860126.403
baseline,recent_seen,short_only,3,fixed_one,2024,0.0,5000000.0
baseline,recent_seen,short_only,3,fixed_one,2025,-0.0012766135999999761,4993616.932
baseline,recent_seen,short_only,3,fixed_one,2026,0.0,4993616.932
baseline,full_seen,joint,1,notional_one,2017,0.02250543599999988,5112527.18
baseline,full_seen,joint,1,notional_one,2018,-0.059340510929078216,4809147.205
baseline,full_seen,joint,1,notional_one,2019,0.07427531093841822,5166348.109
baseline,full_seen,joint,1,notional_one,2020,-0.005272335782513182,5139109.387
baseline,full_seen,joint,1,notional_one,2021,0.08437496565005476,5572721.5649999995
baseline,full_seen,joint,1,notional_one,2022,-0.06743857549968946,5196905.160999999
baseline,full_seen,joint,1,notional_one,2023,0.09247449455235501,5677486.339
baseline,full_seen,joint,1,notional_one,2024,0.08087911297042027,6136676.397999999
baseline,full_seen,joint,1,notional_one,2025,0.06562213450447629,6539378.202
baseline,full_seen,joint,1,notional_one,2026,0.16085800018085572,7591289.501999999
baseline,full_seen,joint,1,fixed_one,2017,0.002500603999999962,5012503.02
baseline,full_seen,joint,1,fixed_one,2018,-0.00678785187046127,4978478.892
baseline,full_seen,joint,1,fixed_one,2019,0.009131446368699558,5023939.605
baseline,full_seen,joint,1,fixed_one,2020,0.010601261397926276,5077199.702
baseline,full_seen,joint,1,fixed_one,2021,0.012242741796332224,5139358.547
baseline,full_seen,joint,1,fixed_one,2022,-0.009882301562642914,5088569.856
baseline,full_seen,joint,1,fixed_one,2023,0.01574054503851552,5168666.719
baseline,full_seen,joint,1,fixed_one,2024,0.015754465595675837,5250096.301
baseline,full_seen,joint,1,fixed_one,2025,0.019821671838700983,5354161.987
baseline,full_seen,joint,1,fixed_one,2026,0.05956224424556256,5673067.891
baseline,full_seen,joint,3,notional_one,2017,0.019985436000000023,5099927.18
baseline,full_seen,joint,3,notional_one,2018,-0.06341996847884401,4776489.959
baseline,full_seen,joint,3,notional_one,2019,0.07107748009818438,5115990.829
baseline,full_seen,joint,3,notional_one,2020,-0.022439298434481225,5001191.584
baseline,full_seen,joint,3,notional_one,2021,0.07014955078353569,5352022.926999999
baseline,full_seen,joint,3,notional_one,2022,-0.06916488177443114,4981850.893999999
baseline,full_seen,joint,3,notional_one,2023,0.09369633414002387,5448632.06
baseline,full_seen,joint,3,notional_one,2024,0.06779785677067718,5818037.635999999
baseline,full_seen,joint,3,notional_one,2025,0.04907811892332692,6103575.978999999
baseline,full_seen,joint,3,notional_one,2026,0.1710982728146686,7147887.286999999
baseline,full_seen,joint,3,fixed_one,2017,0.002220603999999904,5011103.02
baseline,full_seen,joint,3,fixed_one,2018,-0.007448285507408947,4973778.894
baseline,full_seen,joint,3,fixed_one,2019,0.00869775474985146,5017039.603
baseline,full_seen,joint,3,fixed_one,2020,0.010057743409046749,5067499.7
baseline,full_seen,joint,3,fixed_one,2021,0.01175310281715447,5127058.545
baseline,full_seen,joint,3,fixed_one,2022,-0.010354609477157828,5073969.856
baseline,full_seen,joint,3,fixed_one,2023,0.015332543000428966,5151766.717
baseline,full_seen,joint,3,fixed_one,2024,0.015359698594054061,5230896.301
baseline,full_seen,joint,3,fixed_one,2025,0.019416497318171633,5332461.985
baseline,full_seen,joint,3,fixed_one,2026,0.059373307656125585,5649067.891
baseline,full_seen,long_only,1,notional_one,2017,0.02250543599999988,5112527.18
baseline,full_seen,long_only,1,notional_one,2018,-0.06973797037104446,4755989.911
baseline,full_seen,long_only,1,notional_one,2019,0.08737699443786706,5171554.015
baseline,full_seen,long_only,1,notional_one,2020,0.23215147681291315,6372137.916999999
baseline,full_seen,long_only,1,notional_one,2021,0.07152861346331085,6827928.107
baseline,full_seen,long_only,1,notional_one,2022,-0.05946270019799438,6421921.0649999995
baseline,full_seen,long_only,1,notional_one,2023,0.084702458422385,6965873.567
baseline,full_seen,long_only,1,notional_one,2024,0.0923120577505594,7608907.6899999995
baseline,full_seen,long_only,1,notional_one,2025,0.08074100134075879,8223258.516
baseline,full_seen,long_only,1,notional_one,2026,0.16670000114100736,9594075.719999999
baseline,full_seen,long_only,1,fixed_one,2017,0.002500603999999962,5012503.02
baseline,full_seen,long_only,1,fixed_one,2018,-0.007966178542072933,4972572.526
baseline,full_seen,long_only,1,fixed_one,2019,0.010446406307478506,5024518.039
baseline,full_seen,long_only,1,fixed_one,2020,0.0290831713341968,5170646.958
baseline,full_seen,long_only,1,fixed_one,2021,0.012021483095810526,5232805.803
baseline,full_seen,long_only,1,fixed_one,2022,-0.0110841120774533,5174804.797
baseline,full_seen,long_only,1,fixed_one,2023,0.015478238531129618,5254901.66
baseline,full_seen,long_only,1,fixed_one,2024,0.015495928804878822,5336331.242
baseline,full_seen,long_only,1,fixed_one,2025,0.020622549277648394,5446379.995999999
baseline,full_seen,long_only,1,fixed_one,2026,0.05855373738780889,5765285.899999999
baseline,full_seen,long_only,3,notional_one,2017,0.019985436000000023,5099927.18
baseline,full_seen,long_only,3,notional_one,2018,-0.07260780790207277,4729632.647
baseline,full_seen,long_only,3,notional_one,2019,0.084311852053232,5128396.735
baseline,full_seen,long_only,3,notional_one,2020,0.22230741378084895,6268477.35
baseline,full_seen,long_only,3,notional_one,2021,0.06966447633411321,6705167.541999999
baseline,full_seen,long_only,3,notional_one,2022,-0.061282141784847255,6294260.5139999995
baseline,full_seen,long_only,3,notional_one,2023,0.08619817368429938,6836814.274999999
baseline,full_seen,long_only,3,notional_one,2024,0.08142363586438073,7393492.550999999
baseline,full_seen,long_only,3,notional_one,2025,0.09415841365875766,8089652.081
baseline,full_seen,long_only,3,notional_one,2026,0.1682293874165932,9450569.294999998
baseline,full_seen,long_only,3,fixed_one,2017,0.002220603999999904,5011103.02
baseline,full_seen,long_only,3,fixed_one,2018,-0.008487251974316767,4968572.526
baseline,full_seen,long_only,3,fixed_one,2019,0.010032159285018771,5018418.037
baseline,full_seen,long_only,3,fixed_one,2020,0.028600431040575858,5161946.956
baseline,full_seen,long_only,3,fixed_one,2021,0.011538058315529787,5221505.801
baseline,full_seen,long_only,3,fixed_one,2022,-0.011242160065925377,5162804.797
baseline,full_seen,long_only,3,fixed_one,2023,0.015068720212936482,5240601.658
baseline,full_seen,long_only,3,fixed_one,2024,0.015099331940103822,5319731.242000001
baseline,full_seen,long_only,3,fixed_one,2025,0.02029214392406309,5427679.994
baseline,full_seen,long_only,3,fixed_one,2026,0.05833171932575065,5744285.9
baseline,full_seen,short_only,1,notional_one,2017,0.0,5000000.0
baseline,full_seen,short_only,1,notional_one,2018,0.011812732000000103,5059063.66
baseline,full_seen,short_only,1,notional_one,2019,-0.012818182248372834,4994215.66
baseline,full_seen,short_only,1,notional_one,2020,-0.20454804348597155,3972658.618
baseline,full_seen,short_only,1,notional_one,2021,0.0,3972658.618
baseline,full_seen,short_only,1,notional_one,2022,-0.012795663531137036,3921825.815
baseline,full_seen,short_only,1,notional_one,2023,0.0,3921825.815
baseline,full_seen,short_only,1,notional_one,2024,0.0,3921825.815
baseline,full_seen,short_only,1,notional_one,2025,-0.03368087600800296,3789735.286
baseline,full_seen,short_only,1,notional_one,2026,0.0,3789735.286
baseline,full_seen,short_only,1,fixed_one,2017,0.0,5000000.0
baseline,full_seen,short_only,1,fixed_one,2018,0.0011812732000000548,5005906.366
baseline,full_seen,short_only,1,fixed_one,2019,-0.0012954297435615603,4999421.566
baseline,full_seen,short_only,1,fixed_one,2020,-0.018575913387976928,4906552.744
baseline,full_seen,short_only,1,fixed_one,2021,0.0,4906552.744
baseline,full_seen,short_only,1,fixed_one,2022,0.0014699352837528323,4913765.059
baseline,full_seen,short_only,1,fixed_one,2023,0.0,4913765.059
baseline,full_seen,short_only,1,fixed_one,2024,0.0,4913765.059
baseline,full_seen,short_only,1,fixed_one,2025,-0.001217613770329029,4907781.991
baseline,full_seen,short_only,1,fixed_one,2026,0.0,4907781.991
baseline,full_seen,short_only,3,notional_one,2017,0.0,5000000.0
baseline,full_seen,short_only,3,notional_one,2018,0.010412735999999922,5052063.68
baseline,full_seen,short_only,3,notional_one,2019,-0.013033885590293948,4986215.66
baseline,full_seen,short_only,3,notional_one,2020,-0.2053174414842699,3962458.618
baseline,full_seen,short_only,3,notional_one,2021,0.0,3962458.618
baseline,full_seen,short_only,3,notional_one,2022,-0.014847550137872423,3903625.815
baseline,full_seen,short_only,3,notional_one,2023,0.0,3903625.815
baseline,full_seen,short_only,3,notional_one,2024,0.0,3903625.815
baseline,full_seen,short_only,3,notional_one,2025,-0.03419654836973651,3770135.2860000003
baseline,full_seen,short_only,3,notional_one,2026,0.0,3770135.2860000003
baseline,full_seen,short_only,3,fixed_one,2017,0.0,5000000.0
baseline,full_seen,short_only,3,fixed_one,2018,0.0010412736000000589,5005206.368
baseline,full_seen,short_only,3,fixed_one,2019,-0.0013155905103332532,4998621.566
baseline,full_seen,short_only,3,fixed_one,2020,-0.018618897384239275,4905552.744
baseline,full_seen,short_only,3,fixed_one,2021,0.0,4905552.744
baseline,full_seen,short_only,3,fixed_one,2022,0.0011440739286443513,4911165.059
baseline,full_seen,short_only,3,fixed_one,2023,0.0,4911165.059
baseline,full_seen,short_only,3,fixed_one,2024,0.0,4911165.059
baseline,full_seen,short_only,3,fixed_one,2025,-0.0012997054514187756,4904781.991
baseline,full_seen,short_only,3,fixed_one,2026,0.0,4904781.991
channel,early,joint,1,notional_one,2017,-0.03732269220000006,4813386.539
channel,early,joint,1,notional_one,2018,-0.11737130467759416,4248433.081
channel,early,joint,1,notional_one,2019,0.0027777083397586555,4260233.989
channel,early,joint,1,notional_one,2020,-0.07914961311295254,3923038.1169999996
channel,early,joint,1,fixed_one,2017,-0.004146965799999958,4979265.171
channel,early,joint,1,fixed_one,2018,-0.013649095733206607,4911302.704
channel,early,joint,1,fixed_one,2019,0.0007205102624030513,4914841.348
channel,early,joint,1,fixed_one,2020,0.005311261982164028,4940945.358
channel,early,joint,3,notional_one,2017,-0.03876269220000006,4806186.539
channel,early,joint,3,notional_one,2018,-0.11977342854440554,4230533.098999999
channel,early,joint,3,notional_one,2019,-0.004532598268651267,4211357.792
channel,early,joint,3,notional_one,2020,-0.055480841699996786,3977708.1170000006
channel,early,joint,3,fixed_one,2017,-0.004306965800000007,4978465.171
channel,early,joint,3,fixed_one,2018,-0.013912413288227787,4909202.706
channel,early,joint,3,fixed_one,2019,0.0003745296558548272,4911041.348
channel,early,joint,3,fixed_one,2020,0.004989575176348016,4935545.358
channel,early,long_only,1,notional_one,2017,-0.03732269220000006,4813386.539
channel,early,long_only,1,notional_one,2018,-0.07763140503518162,4439716.579
channel,early,long_only,1,notional_one,2019,0.01020801422648665,4485037.269
channel,early,long_only,1,notional_one,2020,0.1893664056863824,5334352.6559999995
channel,early,long_only,1,fixed_one,2017,-0.004146965799999958,4979265.171
channel,early,long_only,1,fixed_one,2018,-0.00938065023570922,4932556.426
channel,early,long_only,1,fixed_one,2019,0.0020320992066438226,4942579.87
channel,early,long_only,1,fixed_one,2020,0.024070998371140018,5061552.702
channel,early,long_only,3,notional_one,2017,-0.03876269220000006,4806186.539
channel,early,long_only,3,notional_one,2018,-0.07941222357953093,4424516.579
channel,early,long_only,3,notional_one,2019,0.007621327527632671,4458237.268999999
channel,early,long_only,3,notional_one,2020,0.18380314069372172,5277675.2809999995
channel,early,long_only,3,fixed_one,2017,-0.004306965800000007,4978465.171
channel,early,long_only,3,fixed_one,2018,-0.009583022751250225,4930756.426
channel,early,long_only,3,fixed_one,2019,0.0017083472133370137,4939179.87
channel,early,long_only,3,fixed_one,2020,0.023804120338707158,5056752.702
channel,early,short_only,1,notional_one,2017,0.0,5000000.0
channel,early,short_only,1,notional_one,2018,-0.04250744399999995,4787462.78
channel,early,short_only,1,notional_one,2019,-0.013545379458803852,4722614.78
channel,early,short_only,1,notional_one,2020,-0.21631174457129876,3701057.738
channel,early,short_only,1,fixed_one,2017,0.0,5000000.0
channel,early,short_only,1,fixed_one,2018,-0.004250744400000062,4978746.278
channel,early,short_only,1,fixed_one,2019,-0.001302496580043555,4972261.478
channel,early,short_only,1,fixed_one,2020,-0.018677380988691428,4879392.656
channel,early,short_only,3,notional_one,2017,0.0,5000000.0
channel,early,short_only,3,notional_one,2018,-0.04310744,4784462.8
channel,early,short_only,3,notional_one,2019,-0.013762886817721642,4718614.78
channel,early,short_only,3,notional_one,2020,-0.2169613519499891,3694857.738
channel,early,short_only,3,fixed_one,2017,0.0,5000000.0
channel,early,short_only,3,fixed_one,2018,-0.0043107439999999775,4978446.28
channel,early,short_only,3,fixed_one,2019,-0.001322662057528512,4971861.478
channel,early,short_only,3,fixed_one,2020,-0.018719110017811236,4878792.656
channel,middle,joint,1,notional_one,2021,0.010376307000000029,5051881.535
channel,middle,joint,1,notional_one,2022,0.08984052849529056,5505745.242
channel,middle,joint,1,notional_one,2023,0.03452537842650871,5695833.18
channel,middle,joint,1,fixed_one,2021,0.0023544352000000046,5011772.176
channel,middle,joint,1,fixed_one,2022,0.014363746489660878,5083760.001
channel,middle,joint,1,fixed_one,2023,0.0062318683403166375,5115441.324
channel,middle,joint,3,notional_one,2021,0.00871630500000009,5043581.525
channel,middle,joint,3,notional_one,2022,0.08885822798313936,5491745.242
channel,middle,joint,3,notional_one,2023,0.0328653151314553,5672233.18
channel,middle,joint,3,fixed_one,2021,0.0020544348000000046,5010272.174
channel,middle,joint,3,fixed_one,2022,0.014188416223952727,5081360.001
channel,middle,joint,3,fixed_one,2023,0.0059199354098273815,5111441.324
channel,middle,long_only,1,notional_one,2021,0.010376307000000029,5051881.535
channel,middle,long_only,1,notional_one,2022,0.007479031275423598,5089664.715
channel,middle,long_only,1,notional_one,2023,0.037354851772392283,5279788.386
channel,middle,long_only,1,fixed_one,2021,0.0023544352000000046,5011772.176
channel,middle,long_only,1,fixed_one,2022,0.0015077772362013242,5019328.812
channel,middle,long_only,1,fixed_one,2023,0.006311864431805647,5051010.135
channel,middle,long_only,3,notional_one,2021,0.00871630500000009,5043581.525
channel,middle,long_only,3,notional_one,2022,0.0073922052841208785,5080864.715
channel,middle,long_only,3,notional_one,2023,0.0339132538780853,5253173.37
channel,middle,long_only,3,fixed_one,2021,0.0020544348000000046,5010272.174
channel,middle,long_only,3,fixed_one,2022,0.0014882700462253151,5017728.812
channel,middle,long_only,3,fixed_one,2023,0.00599500772701389,5047810.135
channel,middle,short_only,1,notional_one,2021,0.0,5000000.0
channel,middle,short_only,1,notional_one,2022,0.08321610540000002,5416080.527
channel,middle,short_only,1,notional_one,2023,0.0,5416080.527
channel,middle,short_only,1,fixed_one,2021,0.0,5000000.0
channel,middle,short_only,1,fixed_one,2022,0.012886237800000089,5064431.189
channel,middle,short_only,1,fixed_one,2023,0.0,5064431.189
channel,middle,short_only,3,notional_one,2021,0.0,5000000.0
channel,middle,short_only,3,notional_one,2022,0.08217610539999987,5410880.527
channel,middle,short_only,3,notional_one,2023,0.0,5410880.527
channel,middle,short_only,3,fixed_one,2021,0.0,5000000.0
channel,middle,short_only,3,fixed_one,2022,0.01272623780000015,5063631.189
channel,middle,short_only,3,fixed_one,2023,0.0,5063631.189
channel,recent_seen,joint,1,notional_one,2024,0.1391758583999998,5695879.291999999
channel,recent_seen,joint,1,notional_one,2025,0.15907101687926728,6601928.603
channel,recent_seen,joint,1,notional_one,2026,0.15654030968017119,7635396.551
channel,recent_seen,joint,1,fixed_one,2024,0.029801642599999845,5149008.2129999995
channel,recent_seen,joint,1,fixed_one,2025,0.03196688744532028,5313605.979
channel,recent_seen,joint,1,fixed_one,2026,0.05062065103491564,5582584.173
channel,recent_seen,joint,3,notional_one,2024,0.1376958584000001,5688479.292
channel,recent_seen,joint,3,notional_one,2025,0.15829350249483154,6588928.603
channel,recent_seen,joint,3,notional_one,2026,0.15599925419316296,7616796.550999999
channel,recent_seen,joint,3,fixed_one,2024,0.02948164259999997,5147408.2129999995
channel,recent_seen,joint,3,fixed_one,2025,0.03174369687395928,5310805.979
channel,recent_seen,joint,3,fixed_one,2026,0.050346067067271516,5578184.173
channel,recent_seen,long_only,1,notional_one,2024,0.1391758583999998,5695879.291999999
channel,recent_seen,long_only,1,notional_one,2025,0.05294292672661505,5997435.812
channel,recent_seen,long_only,1,notional_one,2026,0.16958953974378943,7014538.191
channel,recent_seen,long_only,1,fixed_one,2024,0.029801642599999845,5149008.2129999995
channel,recent_seen,long_only,1,fixed_one,2025,0.014641485676729182,5224397.343
channel,recent_seen,long_only,1,fixed_one,2026,0.05148501852761922,5493375.5370000005
channel,recent_seen,long_only,3,notional_one,2024,0.1376958584000001,5688479.292
channel,recent_seen,long_only,3,notional_one,2025,0.052308623223515704,5986035.812
channel,recent_seen,long_only,3,notional_one,2026,0.16907723421418108,6998138.191
channel,recent_seen,long_only,3,fixed_one,2024,0.02948164259999997,5147408.2129999995
channel,recent_seen,long_only,3,fixed_one,2025,0.014451764251400823,5221797.343
channel,recent_seen,long_only,3,fixed_one,2026,0.05120424567192927,5489175.537
channel,recent_seen,short_only,1,notional_one,2024,0.0,5000000.0
channel,recent_seen,short_only,1,notional_one,2025,0.07136690879999996,5356834.544
channel,recent_seen,short_only,1,notional_one,2026,0.0,5356834.544
channel,recent_seen,short_only,1,fixed_one,2024,0.0,5000000.0
channel,recent_seen,short_only,1,fixed_one,2025,0.01784172719999999,5089208.636
channel,recent_seen,short_only,1,fixed_one,2026,0.0,5089208.636
channel,recent_seen,short_only,3,notional_one,2024,0.0,5000000.0
channel,recent_seen,short_only,3,notional_one,2025,0.07120690880000002,5356034.544
channel,recent_seen,short_only,3,notional_one,2026,0.0,5356034.544
channel,recent_seen,short_only,3,fixed_one,2024,0.0,5000000.0
channel,recent_seen,short_only,3,fixed_one,2025,0.01780172719999995,5089008.636
channel,recent_seen,short_only,3,fixed_one,2026,0.0,5089008.636
channel,full_seen,joint,1,notional_one,2017,-0.03732269220000006,4813386.539
channel,full_seen,joint,1,notional_one,2018,-0.11737130467759416,4248433.081
channel,full_seen,joint,1,notional_one,2019,0.0027777083397586555,4260233.989
channel,full_seen,joint,1,notional_one,2020,-0.07904436419912342,3923486.502
channel,full_seen,joint,1,notional_one,2021,0.03504303249926144,4060977.3669999996
channel,full_seen,joint,1,notional_one,2022,0.0867728276112798,4413359.856
channel,full_seen,joint,1,notional_one,2023,0.03599773306135767,4572230.806
channel,full_seen,joint,1,notional_one,2024,0.1017711357417419,5037551.927999999
channel,full_seen,joint,1,notional_one,2025,0.1306966307067714,5695942.992
channel,full_seen,joint,1,notional_one,2026,0.17439119903326472,6689265.32
channel,full_seen,joint,1,fixed_one,2017,-0.004146965799999958,4979265.171
channel,full_seen,joint,1,fixed_one,2018,-0.013649095733206607,4911302.704
channel,full_seen,joint,1,fixed_one,2019,0.0007205102624030513,4914841.348
channel,full_seen,joint,1,fixed_one,2020,0.005329508145905715,4941035.035
channel,full_seen,joint,1,fixed_one,2021,0.002390562689058129,4952846.889
channel,full_seen,joint,1,fixed_one,2022,0.0145346356577023,5024834.714
channel,full_seen,joint,1,fixed_one,2023,0.0063234298854590865,5056608.904
channel,full_seen,joint,1,fixed_one,2024,0.024298075910677452,5179474.771
channel,full_seen,joint,1,fixed_one,2025,0.031778852736495056,5344072.5370000005
channel,full_seen,joint,1,fixed_one,2026,0.050332062698945856,5613050.731
