entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations,sizing_mode
2020-12-31T15:00:00.000000000,14678.0,1,1,5000000.0,1.0,2021-01-19T13:35:00.000000000,15892.0,roll_blackout,60619.43,80.57,100.0,140,fixed_one
2021-01-21T15:00:00.000000000,16106.0,1,1,5060619.43,1.0,2021-02-05T13:35:00.000000000,15807.0,roll_blackout,-15031.913,81.91300000000001,100.0,56,fixed_one
2021-03-29T15:00:00.000000000,16426.0,1,1,5045587.517,1.0,2021-04-20T13:35:00.000000000,17320.0,roll_blackout,44616.254,83.74600000000001,100.0,224,fixed_one
2021-04-26T15:00:00.000000000,17529.0,1,1,5090203.771,1.0,2021-05-12T15:00:00.000000000,15687.0,signal_exit,-92183.216,83.216,100.0,81,fixed_one
2021-06-25T15:00:00.000000000,17420.0,1,1,4998020.555,1.0,2021-07-20T13:35:00.000000000,17540.0,roll_blackout,5915.04,84.96000000000001,100.0,203,fixed_one
2021-11-08T15:00:00.000000000,17422.0,1,1,5003935.595,1.0,2021-11-16T13:35:00.000000000,17685.0,roll_blackout,13064.893,85.107,100.0,86,fixed_one
2021-11-18T15:00:00.000000000,17858.0,1,1,5017000.488,1.0,2021-12-14T13:35:00.000000000,17599.0,roll_blackout,-13035.457,85.45700000000001,100.0,194,fixed_one
2021-12-23T15:00:00.000000000,17955.0,1,1,5003965.0309999995,1.0,2022-01-18T13:35:00.000000000,18364.0,roll_blackout,20363.680999999997,86.319,100.0,353,fixed_one
2022-04-27T15:00:00.000000000,16299.0,-1,1,5024328.711999999,1.0,2022-05-17T13:35:00.000000000,16071.0,roll_blackout,11317.63,82.37,100.0,12,fixed_one
2022-06-17T15:00:00.000000000,15154.0,-1,1,5035646.341999999,1.0,2022-07-19T13:35:00.000000000,14680.0,roll_blackout,23620.166,79.834,100.0,62,fixed_one
2022-09-07T15:00:00.000000000,14369.0,-1,1,5059266.507999999,1.0,2022-09-12T15:00:00.000000000,14809.0,signal_exit,-22079.178,79.178,100.0,5,fixed_one
2022-09-22T15:00:00.000000000,14231.0,-1,1,5037187.329999999,1.0,2022-10-18T13:35:00.000000000,13120.0,roll_blackout,55472.649,77.351,100.0,11,fixed_one
2023-03-06T15:00:00.000000000,15773.0,1,1,5092659.978999999,1.0,2023-03-14T13:35:00.000000000,15359.0,roll_blackout,-20781.132,81.132,100.0,24,fixed_one
2023-03-23T15:00:00.000000000,15848.0,1,1,5071878.846999999,1.0,2023-04-18T13:35:00.000000000,15889.0,roll_blackout,1968.2630000000001,81.737,100.0,165,fixed_one
2023-05-18T15:00:00.000000000,16068.0,1,1,5073847.1099999985,1.0,2023-06-20T13:35:00.000000000,17179.0,roll_blackout,55466.753000000004,83.247,100.0,263,fixed_one
2023-07-14T15:00:00.000000000,17275.0,1,1,5129313.862999999,1.0,2023-07-18T13:35:00.000000000,17228.0,roll_blackout,-2434.503,84.50300000000001,100.0,11,fixed_one
2023-09-15T15:00:00.000000000,16905.0,1,1,5126879.3599999985,1.0,2023-09-18T15:00:00.000000000,16702.0,signal_exit,-10233.607,83.607,100.0,4,fixed_one
2023-11-13T15:00:00.000000000,16875.0,1,1,5116645.752999999,1.0,2023-11-14T13:35:00.000000000,16934.0,roll_blackout,2866.191,83.809,100.0,2,fixed_one
2023-11-21T15:00:00.000000000,17405.0,1,1,5119511.943999998,1.0,2023-12-19T13:35:00.000000000,17579.0,roll_blackout,8615.016,84.98400000000001,100.0,129,fixed_one
2023-12-27T15:00:00.000000000,17866.0,1,1,5128126.959999998,1.0,2023-12-29T13:44:00.000000000,17867.0,period_end,-35.733000000000004,85.733,100.0,31,fixed_one
