entry_time,entry,side,contracts,entry_nav,entry_budget_multiplier,exit_time,exit,reason,net_ntd,fees_ntd,slippage_ntd,gap_observations,raw_entry,raw_exit,mfe_points,mae_points,holding_calendar_days,holding_observation_minutes,mfe_mae_exit_bar_included
2017-07-27T15:00:00.000000000,10455.0,1,9,5000000.0,1.0,2017-08-15T13:35:00.000000000,10302.0,roll_blackout,-69486.813,636.813,900.0,950,10454.0,10303.0,113.0,1046.0,18.94097222222222,13454,False
2017-09-18T15:00:00.000000000,10638.0,1,9,4930513.187,1.0,2017-09-19T13:35:00.000000000,10577.0,roll_blackout,-28090.935,640.9350000000001,900.0,119,10637.0,10578.0,21.0,69.0,0.9409722222222222,942,False
2017-10-12T15:00:00.000000000,10693.0,1,9,4902422.252,1.0,2017-10-17T13:35:00.000000000,10721.0,roll_blackout,11957.274,642.726,900.0,369,10692.0,10722.0,89.0,22.0,4.940972222222222,2793,False
2017-11-22T15:00:00.000000000,10833.0,1,9,4914379.526000001,1.0,2017-11-30T15:00:00.000000000,10575.0,signal_exit,-116742.672,642.672,900.0,400,10832.0,10576.0,38.0,263.0,8.0,6228,False
2018-01-03T15:00:00.000000000,10793.0,1,8,4797636.854,1.0,2018-01-16T13:35:00.000000000,10982.0,roll_blackout,75025.8,574.2,800.0,828,10792.0,10983.0,193.0,27.0,12.940972222222221,9026,False
2018-01-18T15:00:00.000000000,11064.0,1,8,4872662.654000001,1.0,2018-02-06T15:00:00.000000000,10417.0,signal_exit,-259371.848,571.848,800.0,438,11063.0,10418.0,208.0,821.0,19.0,14293,False
2018-06-04T15:00:00.000000000,11093.0,1,8,4613290.806000001,1.0,2018-06-19T13:35:00.000000000,10883.0,roll_blackout,-84575.808,575.808,800.0,216,11092.0,10884.0,161.0,213.0,14.940972222222221,11149,False
2018-07-20T15:00:00.000000000,10839.0,1,8,4528714.998000001,1.0,2018-08-14T13:35:00.000000000,10819.0,roll_blackout,-8573.264,573.264,800.0,629,10838.0,10820.0,232.0,146.0,24.94097222222222,18627,False
2018-08-29T15:00:00.000000000,11047.0,1,8,4520141.734,1.0,2018-09-12T15:00:00.000000000,10713.0,signal_exit,-134174.08,574.0799999999999,800.0,195,11046.0,10714.0,89.0,364.0,14.0,11171,False
2018-10-25T15:00:00.000000000,9505.0,-1,9,4385967.654,1.0,2018-11-20T13:35:00.000000000,9737.0,roll_blackout,-105023.178,623.1780000000001,900.0,47,9506.0,9736.0,180.0,494.0,25.94097222222222,20461,False
2018-12-25T15:00:00.000000000,9480.0,-1,9,4280944.476,1.0,2019-01-11T15:00:00.000000000,9759.0,signal_exit,-126173.151,623.1510000000001,900.0,150,9481.0,9758.0,176.0,322.0,17.0,12290,False
2019-04-10T15:00:00.000000000,10862.0,1,7,4154771.3249999993,1.0,2019-04-16T13:35:00.000000000,10921.0,roll_blackout,20147.519,502.481,700.0,130,10861.0,10922.0,66.0,86.0,5.940972222222222,4387,False
2019-05-03T15:00:00.000000000,11094.0,1,7,4174918.843999999,1.0,2019-05-14T13:35:00.000000000,10541.0,roll_blackout,-194051.445,501.445,700.0,39,11093.0,10542.0,45.0,717.0,10.940972222222221,7929,False
2019-07-11T15:00:00.000000000,10816.0,1,7,3980867.3989999993,1.0,2019-07-16T13:35:00.000000000,10880.0,roll_blackout,21898.128,501.87200000000007,700.0,101,10815.0,10881.0,77.0,85.0,4.940972222222222,3282,False
2019-07-19T15:00:00.000000000,10746.0,1,7,4002765.5269999993,1.0,2019-08-05T15:00:00.000000000,10379.0,signal_exit,-128947.875,497.875,700.0,262,10745.0,10380.0,91.0,387.0,17.0,12233,False
2019-09-04T15:00:00.000000000,10691.0,1,7,3873817.6519999993,1.0,2019-09-17T13:35:00.000000000,10862.0,roll_blackout,59349.129,500.871,700.0,292,10690.0,10863.0,223.0,15.0,12.940972222222221,8755,False
2019-10-01T15:00:00.000000000,10958.0,1,7,3933166.780999999,1.0,2019-10-15T13:35:00.000000000,11105.0,roll_blackout,50945.559,504.441,700.0,153,10957.0,11106.0,165.0,186.0,13.940972222222221,8934,False
2019-10-24T15:00:00.000000000,11295.0,1,7,3984112.34,1.0,2019-11-19T13:35:00.000000000,11646.0,roll_blackout,122339.413,510.587,700.0,553,11294.0,11647.0,388.0,30.0,25.94097222222222,19864,False
2019-12-11T15:00:00.000000000,11710.0,1,7,4106451.753,1.0,2019-12-17T13:35:00.000000000,12093.0,roll_blackout,133533.379,516.6210000000001,700.0,82,11709.0,12094.0,388.0,13.0,5.940972222222222,4457,False
2020-03-19T15:00:00.000000000,8483.0,-1,9,4239985.132,1.0,2020-04-14T13:35:00.000000000,10339.0,roll_blackout,-835819.3979999999,619.398,900.0,90,8484.0,10338.0,87.0,1871.0,25.94097222222222,18107,False
2020-04-30T15:00:00.000000000,10939.0,1,6,3404165.734,1.0,2020-05-19T13:35:00.000000000,10873.0,roll_blackout,-20230.872,430.87200000000007,600.0,26,10938.0,10874.0,100.0,461.0,18.94097222222222,13644,False
2020-06-02T15:00:00.000000000,11113.0,1,6,3383934.862,1.0,2020-06-16T13:35:00.000000000,11512.0,roll_blackout,119264.25,435.75,600.0,25,11112.0,11513.0,634.0,14.0,13.940972222222221,11363,False
2020-07-02T15:00:00.000000000,11730.0,1,5,3503199.112,1.0,2020-07-14T13:35:00.000000000,12180.0,roll_blackout,112130.45,369.55000000000007,500.0,76,11729.0,12181.0,568.0,5.0,11.940972222222221,9011,False
2020-07-21T15:00:00.000000000,12299.0,1,5,3615329.562,1.0,2020-08-18T13:35:00.000000000,12874.0,roll_blackout,143374.135,375.865,500.0,93,12298.0,12875.0,731.0,195.0,27.94097222222222,22695,False
2020-11-09T15:00:00.000000000,13114.0,1,5,3758703.697,1.0,2020-11-17T13:35:00.000000000,13604.0,roll_blackout,122116.41,383.59,500.0,13,13113.0,13605.0,655.0,103.0,7.940972222222222,6817,False
2020-11-23T15:00:00.000000000,13875.0,1,5,3880820.107,1.0,2020-12-15T13:35:00.000000000,14059.0,roll_blackout,45610.33,389.67,500.0,173,13874.0,14060.0,551.0,212.0,21.94097222222222,18033,False
2020-12-21T15:00:00.000000000,14319.0,1,5,3926430.437,1.0,2021-01-19T13:35:00.000000000,15892.0,roll_blackout,392848.945,401.05500000000006,500.0,449,14318.0,15893.0,1743.0,312.0,28.94097222222222,22190,False
2021-01-21T15:00:00.000000000,16106.0,1,5,4319279.382,1.0,2021-02-05T13:35:00.000000000,15807.0,roll_blackout,-75159.565,409.56500000000005,500.0,56,16105.0,15808.0,40.0,1068.0,14.940972222222221,12466,False
2021-03-29T15:00:00.000000000,16426.0,1,5,4244119.817,1.0,2021-04-20T13:35:00.000000000,17320.0,roll_blackout,223081.27,418.73,500.0,224,16425.0,17321.0,898.0,22.0,21.94097222222222,15701,False
2021-04-26T15:00:00.000000000,17529.0,1,5,4467201.087,1.0,2021-05-12T15:00:00.000000000,15687.0,signal_exit,-460916.08,416.08,500.0,81,17528.0,15688.0,174.0,2501.0,16.0,12448,False
2021-06-25T15:00:00.000000000,17420.0,1,4,4006285.0070000007,1.0,2021-07-20T13:35:00.000000000,17540.0,roll_blackout,23660.16,339.84000000000003,400.0,203,17419.0,17541.0,627.0,21.0,24.94097222222222,19140,False
2021-11-08T15:00:00.000000000,17422.0,1,4,4029945.167,1.0,2021-11-16T13:35:00.000000000,17685.0,roll_blackout,52259.572,340.428,400.0,86,17421.0,17686.0,298.0,26.0,7.940972222222222,6739,False
2021-11-18T15:00:00.000000000,17858.0,1,4,4082204.739,1.0,2021-12-14T13:35:00.000000000,17599.0,roll_blackout,-52141.828,341.82800000000003,400.0,194,17857.0,17600.0,131.0,792.0,25.94097222222222,20289,False
